Mnemonic,Parent Mnemonic,Databank,Data Family,Data Source,Units of Measure,First Observation,Frequency,Name of Series,Jan-00,Feb-00,Mar-00,Apr-00,May-00,Jun-00,Jul-00,Aug-00,Sept-00,Oct-00,Nov-00,Dec-00,Jan-01,Feb-01,Mar-01,Apr-01,May-01,Jun-01,Jul-01,Aug-01,Sept-01,Oct-01,Nov-01,Dec-01,Jan-02,Feb-02,Mar-02,Apr-02,May-02,Jun-02,Jul-02,Aug-02,Sept-02,Oct-02,Nov-02,Dec-02,Jan-03,Feb-03,Mar-03,Apr-03,May-03,Jun-03,Jul-03,Aug-03,Sept-03,Oct-03,Nov-03,Dec-03,Jan-04,Feb-04,Mar-04,Apr-04,May-04,Jun-04,Jul-04,Aug-04,Sept-04,Oct-04,Nov-04,Dec-04,Jan-05,Feb-05,Mar-05,Apr-05,May-05,Jun-05,Jul-05,Aug-05,Sept-05,Oct-05,Nov-05,Dec-05,Jan-06,Feb-06,Mar-06,Apr-06,May-06,Jun-06,Jul-06,Aug-06,Sept-06,Oct-06,Nov-06,Dec-06,Jan-07,Feb-07,Mar-07,Apr-07,May-07,Jun-07,Jul-07,Aug-07,Sept-07,Oct-07,Nov-07,Dec-07,Jan-08,Feb-08,Mar-08,Apr-08,May-08,Jun-08,Jul-08,Aug-08,Sept-08,Oct-08,Nov-08,Dec-08,Jan-09,Feb-09,Mar-09,Apr-09,May-09,Jun-09,Jul-09,Aug-09,Sept-09,Oct-09,Nov-09,Dec-09,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sept-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sept-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sept-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sept-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sept-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sept-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sept-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sept-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sept-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sept-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sept-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sept-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sept-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sept-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sept-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25,Jul-25,Aug-25,Sept-25,Oct-25,Nov-25,Dec-25,Jan-26,Feb-26,Mar-26,Apr-26,May-26
GHA_BSI_2,GHA_NAT_54,NAT,Business Sector Indicators,Bank of Ghana,Index,Jan-00,M,"Composite Index of Economic Activity, CIEA, real",89,89.94,96.32,92.48,98.52,99.28,96.94,102.88,98.71,92.75,94.2,102.74,100.02,93.65,106.27,94.91,103.37,99.28,95.66,105.97,98.64,97.77,97.27,107.18,98.44,92.62,104.81,102.41,105.8,105.46,107.61,108.64,112.45,106.81,115.19,123.08,113.33,104.79,111.93,106.34,111.45,112.42,118.18,121.41,122.33,120.35,114.72,130.87,123.19,121.03,133.51,129.6,128.98,133.33,143.2,135.24,137.48,134.94,135.15,140.55,131.29,131.12,142.8,137.82,138.68,139.04,143.32,150.56,146.51,138.46,147.56,152.77,150.42,147.53,156.74,145.43,159.3,163.41,159.82,172.17,154.87,161.77,175.51,177.27,166.28,169.42,174.63,174.66,186.09,180.23,181.73,203.1,192.25,195.06,206.79,207.25,209.46,207.06,211.21,216.74,223.61,220.57,238.2,226.63,218.82,234.72,234.75,225.66,231.88,214.59,227.24,227.91,227.83,226.49,233.06,224.76,227.17,241.65,233.42,258.52,247.1,229.41,243.82,246.68,251.29,259.78,249.51,269.57,267.81,271.28,274.55,286.76,285.18,263.82,305.74,302.68,297.67,313.09,307.84,321.29,328.76,321.11,322.68,329.25,456.86,460.12,477.42,454.78,483.52,474.72,473.98,478.67,466.21,496.94,498.87,485.77,498.87,440.91,470.18,490.83,503.38,480.62,484.92,507.45,501.41,520.27,506.12,500.49,516.44,488.1,516.54,503.23,544.52,524.7,538.07,522.71,517.31,522.46,527.36,537.4,523.25,492.15,527.37,541.41,536.42,530.29,520.73,541.47,532.51,563.76,557.76,562.42,552.26,550.68,548.62,531.99,575.63,561.93,563.59,574.83,553.16,537.56,551.59,577.64,591.06,556.4,581.89,582.08,599.02,580.44,591.14,611.06,576.61,582.25,610.92,621.17,610.21,587.22,605.12,604.34,620.73,603.78,612.59,599.84,591.77,599.96,621.69,621.06,627.14,601.91,617.5,610.55,633.86,607.95,624.72,620.47,616.01,648.29,641.59,705.88,648.48,644.79,607.88,551.15,573.32,634.16,644.88,659.69,678.42,712.15,713.18,757.41,729.9,717.72,759.7,752.63,747.02,751.25,767.55,749.47,747.39,743.77,781.57,793.88,758.49,746.04,793.95,771.61,758.18,762.86,769.87,740.84,736.85,735.07,731.59,759.88,696.57,686.35,735.19,722.16,725.05,730.88,741.81,726.8,726.94,744.2,791.75,779.49,718.47,702.04,742.85,733.2,749.65,743.25,756.15,763.11,747.76,767.69,803.4,791.18,761.23,740.77,759.95,767.59,782.27,778.91,802.6,815.18,819.61,832.14,874.1,889.29,825.27,826.03,855.6,845.93,887.08
