Mnemonic,Parent Mnemonic,Databank,Data Family,Data Source,Units of Measure,First Observation,Frequency,Name of Series,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sept-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sept-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sept-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sept-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sept-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sept-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25,Jul-25,Aug-25,Sept-25,Oct-25,Nov-25,Dec-25,Jan-26,Feb-26
GH_PRI_2_0,GHA_CPI_02,NAT,Consumer Prices,Bank of Ghana,Percent,Jan-19,M,Core Inflation,5.73,5.93,6.36,6.32,6.91,7.31,7.17,7.43,7.38,7.58,8.11,7.86,7.84,7.84,7.89,11.1,12.03,12.16,12.31,11.35,11.2,10.96,10.47,11.19,10.72,11.09,11.07,8.83,7.5,7.52,8.83,9.46,10.03,10.28,11.47,11.91,13.28,14.99,18.58,22.52,26.64,28.62,30.46,32.76,36.2,39.66,49.69,53.24,52.77,52,44.64,41.66,42.79,43.47,44.2,40.99,38.99,36.17,27.16,24.18,24.16,24,26.3,24.8,22.6,22.1,19.9,19.4,20.8,21.3,22.4,23.1,22.8,22.4,23.2,20.98,18.4,13,12,11.52,8.83,7.37,5.45,4.57,3.4,3.1
