year,economy,economycode,regionwb,pop_adult,wpid_random,wgt,female,age,educ,inc_q,emp_in,urbanicity,account_fin,account_mob,account,dig_account,borrowed,saved,receive_wages,receive_transfers,receive_pensions,receive_agriculture,merchantpay_dig,pay_utilities,domestic_remittances,anydigpayment,fin2,fin3,fin4,fin5,fin6,fin7,fin8,fin9a,fin9b,fin10,fin11_0,fin11_1,fin11_2,fin11a,fin11b,fin11c,fin11d,fin11e,fin11f,fin13_1,fin13a,fin13b,fin13c,fin13d,fin13e,fin13f,fin13f_1,fin14a,fin14b,fin14c,fin14d,fin14e,fin15,fin16,fin17a,fin17b,fin17c,fin17d,fin17e,fin17f,fin18,fin19,fin20,fin21,fin22a,fin22a_1,fin22b,fin22c,fin22d,fin22e,fin22f,fin22g,fin22h,fin23,fin24,fin24a,fin24b,fin24c,fin24d1,fin24d2,fin24d3,fin25e1,fin25e2,fin25e3,fin25e4,fin26a,fin26b,fin27,fh1,fin28,fh2,fin29,fh2a,fin30,fin31a,fin31b,fin31c,fin31d,fin32,fin33,fin34a,fin34b,fin34c,fin34d,fin35,fin36,fin36a,fin37,fin38,fin39a,fin39b,fin39c,fin39d,fin40,fin41,fin41a,fin42,fin43a,fin43b,fin43c,fin43d,fin44,fin45,internet_use,con1,con2a,con2b,con2c,con2d,con2e,con2f,con2g,con3,con4,con5,con6,con7,con8,con9,con10,con11,con12,con13,con14,con15,con16,con17,con18,con19,con20,con21,con22,con23,con24,con25,con26,con27,con28,con29,con30a,con30b,con30c,con30d,con30e,con30f,con30g,con30h,con31a,con31b,con31c,con31d,con31e,con31f,con31g,con31h,con32,fin46,fin47,fin48a,fin48b,fin48c,fin48d,fin48e,fin48f,fin49a,fin49b,fin49c,fin49d,fin49e,fin49f,fin50,fin51
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,134018152,0.682885846,2,36,2,5,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,2,1,1,,1,1,1,2,,,,,,,,,,,1,1,1,1,1,2,,,,,,,,,1,1,1,1,1,1,,1,1,1,1,2,1,2,2,1,2,,,,1,3,4,2,,,,2,1,2,,1,1,3,1,1,1,1,1,1,2,1,,,2,,,,,,,,,2,2,,,,,,,,1,1,1,,,1,1,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,1,1,2,2,1,,1,1,3,,1,1,1,1,1,1,1,1,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,134087552,1.029405823,1,27,2,2,1,2,1,1,1,1,1,1,4,4,4,4,0,4,3,1,1,1,1,2,3,,1,1,2,2,,,,,,,,,,,2,2,1,1,2,2,,,,,,,,,2,1,1,2,2,2,,2,2,,2,1,2,1,2,2,2,,,,4,1,4,2,,,,2,2,,1,2,2,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,0,1,,,,,,,,,,,,,,2,2,1,1,,2,,,1,2,,2,2,,2,2,2,,,,,,,,,,,,,1,2,2,1,2,2,2,1,8,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,134104618,0.668128681,1,27,2,2,1,1,0,1,1,1,1,1,4,4,4,4,1,4,1,1,2,,,,,,,,,,,,,,,,,,,1,1,2,1,1,2,2,,,,,,,,,2,1,2,2,2,2,,2,2,,2,2,1,,2,2,1,,,,2,2,2,2,,,,1,2,,5,2,1,3,1,1,1,1,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,1,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,2,,2,2,,2,1,,1,1,2,,1,1,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,134274830,1.150469687,2,19,2,4,2,1,0,1,1,1,0,1,4,4,4,4,1,4,3,1,2,,,,,,,,,,,,,,,,,,,1,3,3,3,1,2,2,,,,,,,,,2,1,2,3,1,2,,2,2,,2,2,2,,2,2,2,,,2,2,1,4,1,2,2,2,2,2,,4,2,1,1,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,0,1,,,,,,,,,,,,,,2,2,1,3,,1,,2,1,1,1,2,2,,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,134315328,0.292104789,1,42,2,3,1,2,0,1,1,1,1,1,2,4,4,4,0,2,1,1,2,,,,,,,,,,,,,,,,,,,2,1,4,4,1,2,1,2,,,,,,,,2,1,1,1,2,2,,2,2,,2,2,1,2,1,2,2,,,,2,2,4,2,,,,2,2,,1,2,2,,1,1,1,1,1,1,2,2,,1,1,2,2,2,1,,,,,2,2,,,,,,,,2,,,,,,5,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,1,2,2,1,,1,1,2,,1,1,1,1,1,2,1,1,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,134398912,0.868832147,1,32,2,4,1,2,0,1,1,1,1,1,4,4,4,4,1,1,1,1,2,,,,,,,,,,,,,,,,,,,1,1,2,1,1,1,2,,,,,,,,,2,1,1,1,1,2,,2,1,2,2,1,1,1,2,1,2,,,,1,2,3,2,,,,2,1,2,,1,1,2,1,1,1,1,1,1,2,1,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,0,1,,,,,,,,,,,,,,2,2,1,1,,1,,1,2,1,1,2,2,,2,2,2,,,,,,,,,,,,,2,1,2,2,2,2,2,1,2,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,134713661,1.961009657,2,47,1,2,1,1,1,1,1,1,1,1,1,1,4,1,0,4,2,1,2,,,,,,,,,,,,,,,,,,,2,2,2,2,1,3,2,,,,,,,,,1,1,1,1,1,2,,2,1,2,2,2,1,2,1,2,2,,,,5,3,3,2,,,,1,2,,5,2,2,,1,2,1,2,1,2,,,,,1,1,2,1,,,1,1,,1,2,2,1,,,1,1,,1,1,1,,,1,1,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,2,,2,1,2,2,2,1,2,1,2,,1,1,1,2,1,2,2,2,,,,,,,,,,1,1,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,134732066,1.593373462,1,43,1,3,2,1,0,0,0,0,0,0,4,4,4,4,0,3,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,2,2,2,,2,2,2,,2,2,2,,,2,2,2,2,1,2,2,2,2,2,,4,2,2,,2,,2,,2,1,2,2,,2,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,0,1,,,,,,,,,,,,,,2,2,2,1,,2,,,2,2,,2,2,,2,2,2,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,134784295,0.949788264,2,22,2,5,1,2,0,1,1,1,1,1,1,4,4,4,0,1,2,1,2,,,,,,,,,,,,,,,,,,,1,1,2,1,1,2,3,,,,,,,,,2,1,2,3,1,2,,2,2,,2,2,1,,2,2,1,,,,3,1,2,2,,,,2,2,,4,2,2,,1,2,2,,1,1,2,1,,,1,2,2,1,,,2,2,,2,2,,,,,,,,2,,,,,,1,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,1,2,,1,1,1,1,2,1,2,2,,,,,,,,,,1,1,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,134932490,0.292104789,2,34,2,5,1,1,1,1,1,1,1,1,1,4,4,4,1,2,1,1,1,1,2,2,2,,1,1,1,1,,,,,,,,,,,2,1,1,1,1,2,,,,,,,,,1,1,2,2,2,1,,1,2,,1,2,2,,2,1,2,1,1,,1,3,1,2,,,,1,1,2,,2,2,,1,1,2,,1,1,2,2,,1,1,1,1,2,,,2,2,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,1,2,1,1,,1,1,2,,1,1,1,1,1,1,1,2,,,,,,,,,,1,1,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,134977462,0.832058295,2,30,2,4,1,1,0,1,1,1,1,1,2,4,4,4,0,4,3,1,2,,,,,,,,,,,,,,,,,,,2,3,3,3,1,1,2,,,,,,,,,2,1,1,3,2,2,,2,2,,2,1,1,2,2,2,2,,,,2,2,5,2,,,,2,2,,1,2,2,,2,,2,,2,2,,,,,1,2,2,2,1,,,,,2,2,,,,,,,,2,,,,,,2,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,4,1,1,2,2,,2,1,,1,1,2,,2,1,1,2,1,2,2,1,,,,,,,,,,1,3,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,135026387,0.301726681,2,38,3,5,1,1,1,1,1,1,0,1,1,4,4,4,1,1,1,1,1,1,1,2,2,,1,1,1,2,,,,,,,,,,,1,1,1,1,2,2,,,,,,,,,1,1,2,2,1,1,,1,2,,2,2,2,,2,2,2,,,2,1,3,4,2,,,,2,1,2,,1,2,,1,1,1,1,1,1,2,1,,,1,1,1,1,,,2,2,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,1,2,,1,1,1,2,1,2,1,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,135079402,1.325658682,2,27,1,2,1,1,0,0,0,0,0,0,4,4,4,2,0,4,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,6,2,2,2,,,,,,,,,,,1,2,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,1,2,2,1,,2,6,0,2,2,2,1,2,2,2,2,3,2,,,,2,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,135177938,0.536307013,1,24,1,2,2,2,0,1,1,1,1,0,4,1,4,4,1,4,1,1,2,,,,,,,,,,,,,,,,,,,2,3,3,3,2,2,2,,,,,,,,,2,2,2,,,,2,2,1,1,2,2,1,,2,2,1,,,,2,1,4,2,,,,1,1,2,,1,1,1,1,2,1,1,1,2,,,,,2,,,,,,,,,1,2,2,1,,,2,1,,2,,,,,,2,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,1,2,1,2,,1,1,,1,1,3,,1,1,1,2,2,1,1,2,,,,,,,,,,2,,1,1,1,1,2,1,2,1,1,1,1,1,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,135375242,3.213152681,1,65,1,3,1,2,1,1,1,1,0,1,4,4,4,2,0,4,1,1,2,1,1,3,3,1,2,2,2,2,,,,,,,,,,,3,3,3,1,2,2,,,,,,,,,2,1,2,3,1,1,,1,2,,2,2,2,,2,2,2,,,2,2,3,1,2,,,,2,2,,4,2,2,,2,,1,1,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,1,2,2,1,,2,3,1,1,,,,,,,,,,,,,,1,,1,2,,2,,,2,2,,2,2,,2,2,1,2,1,2,,1,2,1,2,1,2,2,2,,,,,,,,,,1,3,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,135411492,0.686270549,1,29,2,5,1,2,1,1,1,1,1,1,1,4,4,4,1,4,1,1,2,1,1,2,1,,1,1,2,2,,,,,,,,,,,2,1,1,1,1,1,1,,,,,,,,2,1,2,2,1,2,,2,2,,2,2,1,,1,1,2,,,,3,1,4,2,,,,2,1,3,,1,1,1,1,1,2,,2,2,,,,,1,2,2,1,,,2,2,,2,2,,,,,,,,2,,,,,,2,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,1,1,,1,1,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,135427041,0.929047108,1,18,2,3,2,1,0,1,1,1,0,1,4,4,4,2,0,4,1,1,2,,,,,,,,,,,,,,,,,,,1,2,2,2,1,1,2,,,,,,,,,2,1,2,1,2,2,,2,2,,2,2,2,,2,2,2,,,2,1,2,4,2,,,,2,2,,4,2,2,,2,,1,1,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,1,2,2,1,,2,2,1,1,,,,,,,,,,,,,,1,,1,1,,2,,,2,1,2,2,2,,2,1,,2,1,2,,1,1,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,135557987,0.800808069,2,33,1,5,1,1,0,0,0,0,0,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,1,2,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,6,1,5,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,2,0,2,1,2,2,1,2,2,2,1,2,,,,2,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,135721933,0.33406434,1,28,2,5,1,1,1,1,1,1,1,1,3,4,4,4,0,4,1,1,2,2,2,2,3,,1,2,2,2,,,,,,,,,,,1,2,2,1,1,2,,,,,,,,,1,2,2,1,2,2,,2,2,,2,2,2,,2,2,1,,,2,2,2,4,2,,,,2,2,,4,2,2,,1,1,1,1,1,2,,,,,1,2,2,2,2,2,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,1,1,1,2,,1,1,,1,1,2,,2,2,1,2,1,2,1,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,135791524,1.150469687,2,16,2,2,2,1,0,0,0,0,0,0,4,4,4,4,0,4,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,2,2,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,2,1,2,2,,,,,,,,,,,2,,1,2,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,2,1,,1,,1,1,1,1,2,2,,2,2,1,2,1,1,,1,1,1,1,1,2,1,2,,,,,,,,,,2,,2,2,2,2,1,2,2,1,1,2,2,2,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,135804329,0.292104789,1,27,2,5,1,2,1,1,1,1,1,1,1,4,4,4,1,2,1,1,1,1,2,3,3,1,1,1,2,1,,,,,,,,,,,1,1,1,1,1,2,,,,,,,,,1,1,2,3,2,1,,1,1,1,2,1,2,,2,1,1,2,,,1,2,2,2,,,,2,1,3,,2,2,,1,1,2,,2,1,2,2,,1,1,2,2,1,,,2,2,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,1,2,2,1,,1,1,1,,1,1,1,1,1,1,2,2,,,,,,,,,,1,1,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,136134170,0.694131534,2,31,3,5,1,2,1,1,1,1,0,1,1,4,4,4,0,1,1,1,1,1,1,3,2,,1,1,1,2,,,,,,,,,,,3,3,3,2,2,2,,,,,,,,,1,2,2,2,2,1,,2,2,,2,2,2,,2,2,2,,,2,1,3,3,2,,,,2,2,,4,2,2,,1,2,1,1,2,1,2,1,,,1,2,1,1,,,2,2,,2,2,,,,,,,,2,,,,,,1,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,1,1,,1,1,1,,1,2,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,136172849,1.959554259,1,50,1,3,2,1,0,0,0,0,1,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,2,2,2,2,,2,,,,2,2,2,,2,,1,,2,2,2,,,,1,3,5,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,0,1,,,,,,,,,,,,,,2,2,1,1,,2,,,2,2,,2,2,,2,2,2,,,,,,,,,,,,,1,1,1,2,2,2,2,1,8,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,136402597,0.949083362,1,19,2,4,1,2,0,1,1,1,0,1,1,4,4,4,1,4,1,1,2,,,,,,,,,,,,,,,,,,,1,2,2,2,1,2,2,,,,,,,,,2,1,2,4,2,2,,2,2,,2,2,2,,2,2,2,,,2,3,1,4,2,,,,1,1,1,,1,2,,1,1,1,1,1,2,,,,,1,2,2,1,,,2,2,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,2,,2,2,,2,1,,2,1,2,,2,2,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,136408581,2.173409836,2,21,2,3,1,2,1,1,1,1,1,1,2,4,4,4,0,1,2,1,2,2,2,2,4,,1,1,1,2,,,,,,,,,,,1,3,3,1,2,2,,,,,,,,,1,1,1,2,2,1,,2,1,1,2,1,1,2,2,2,2,,,,1,3,3,2,,,,2,2,,3,2,2,,1,2,1,2,2,1,2,1,,,1,2,2,2,1,,,,,2,2,,,,,,,,2,,,,,,1,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,4,1,1,2,2,,1,1,,1,1,2,,1,1,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,136829528,0.571540434,1,21,3,3,1,2,0,1,1,1,0,1,4,1,4,1,1,4,1,1,2,,,,,,,,,,,,,,,,,,,1,2,4,3,1,1,2,,,,,,,,,2,1,2,2,1,2,,2,2,,2,2,2,,2,2,2,,,2,2,2,4,2,,,,1,4,,7,1,1,1,1,1,1,1,1,2,,,,,2,,,,,,,,,1,2,2,1,,,2,2,,1,2,1,,,1,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,2,,2,1,2,2,1,,1,1,1,,1,1,1,1,1,2,1,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,136837941,0.292104789,2,36,2,3,1,1,1,1,1,1,1,1,4,4,4,4,0,4,1,1,2,2,2,2,4,,1,1,1,2,,,,,,,,,,,1,1,1,1,1,1,1,,,,,,,,1,1,1,1,1,1,,2,1,1,2,1,1,1,1,1,1,,,,4,2,2,2,,,,2,2,,2,2,2,,1,1,1,1,1,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,2,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,4,1,1,2,1,2,1,1,,2,1,1,,1,1,1,1,1,2,1,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,137029838,0.683044782,2,30,2,4,1,1,1,1,1,1,1,1,4,4,4,4,0,1,1,1,2,1,2,2,3,,1,1,1,2,,,,,,,,,,,2,3,3,1,2,2,,,,,,,,,1,1,2,2,2,2,,2,2,,2,1,1,,2,1,1,,,,1,2,2,2,,,,2,2,,2,2,1,2,1,1,1,2,2,1,1,1,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,4,2,,2,1,2,1,1,,2,1,2,,1,1,1,1,1,1,1,1,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,137108324,2.016400169,1,25,1,5,2,2,1,1,1,1,1,1,4,4,4,4,0,4,1,1,2,1,2,3,3,2,2,1,2,2,,,,,,,,,,,3,3,1,1,1,2,,,,,,,,,2,1,2,3,2,2,,1,2,,2,2,1,,1,2,2,,,,2,2,3,2,,,,2,2,,4,2,2,,1,1,1,1,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,0,1,,,,,,,,,,,,,,2,2,2,1,,1,,1,2,1,2,2,2,,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,137162565,0.954273761,1,18,2,4,2,1,1,1,1,1,0,1,4,4,4,4,1,4,1,1,2,2,2,3,4,2,2,2,1,2,,,,,,,,,,,3,3,3,2,2,2,,,,,,,,,1,2,2,3,2,2,,2,2,,2,2,2,,2,2,2,,,2,2,1,4,2,,,,2,1,1,,2,2,,1,1,1,1,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,2,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,1,1,2,2,,2,1,,1,1,2,,1,1,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,137235127,0.900292481,1,35,1,1,1,2,0,1,1,1,1,1,1,4,4,2,0,2,2,1,2,,,,,,,,,,,,,,,,,,,1,3,2,4,2,1,1,2,,,,,,,,2,4,1,,,,,2,1,1,2,2,1,1,2,1,1,,,,2,2,4,2,,,,2,2,,4,2,2,,2,,1,2,2,1,2,2,,1,1,2,2,1,,,2,1,,2,2,,,,,,,,1,2,2,1,,2,2,0,2,1,1,2,1,2,2,1,4,1,2,2,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,137391952,0.551145906,2,30,3,5,1,2,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,2,3,,1,2,2,2,,,,,,,,,,,2,3,2,1,1,2,,,,,,,,,1,1,2,2,1,1,,1,2,,2,2,1,,2,2,2,,,,6,3,2,2,,,,1,1,3,,1,1,1,1,1,1,1,2,1,2,1,,,1,1,1,2,,,2,2,,2,2,,,,,,,,2,,,,,,2,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,1,2,2,1,,1,1,2,,1,1,1,1,1,2,1,1,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,137436806,1.433629929,2,45,1,4,1,1,0,0,0,0,1,1,4,4,4,4,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,1,2,,2,,,,1,2,2,,2,,1,,2,2,2,,,,1,2,3,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,0,2,1,2,2,1,2,2,1,1,1,2,1,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,137482921,2.614679542,2,50,1,2,2,1,0,1,1,1,1,1,4,4,4,4,0,4,1,1,2,,,,,,,,,,,,,,,,,,,1,2,2,3,1,2,2,,,,,,,,,2,1,2,3,2,2,,2,2,,2,2,1,,2,2,2,,,,2,1,4,1,2,1,2,2,2,,4,2,2,,1,1,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,0,1,,,,,,,,,,,,,,2,2,1,1,,2,,,4,2,,2,2,,2,2,2,,,,,,,,,,,,,1,8,2,1,2,2,2,1,8,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,137574509,0.589257291,2,27,2,4,1,2,0,1,1,1,1,1,1,4,4,4,0,2,1,1,2,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,2,,,,,,,,,2,1,2,2,1,2,,2,1,1,2,1,1,,2,2,1,,,,4,1,2,2,,,,2,2,,4,2,2,,1,1,1,1,2,1,2,2,,1,1,2,2,1,,,1,2,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,1,1,2,1,2,1,1,,1,1,1,,1,1,1,1,1,1,2,2,,,,,,,,,,1,1,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,137933359,1.042012067,2,25,2,4,1,1,1,1,1,1,1,1,4,4,4,2,0,1,1,1,2,2,2,2,2,,1,1,1,2,,,,,,,,,,,1,1,1,1,2,2,,,,,,,,,1,1,2,1,2,2,,2,1,1,2,1,1,,2,2,2,,,,2,3,2,2,,,,2,2,,4,2,2,,1,1,1,1,2,1,2,1,,,2,,,,,,,,,2,2,,,,,,,,1,2,2,1,,2,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,1,2,2,1,,1,1,2,,1,1,1,1,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,137992951,0.900961145,2,35,2,4,1,2,1,1,1,1,1,1,4,4,4,4,0,2,3,1,1,1,2,2,2,,1,1,1,1,,,,,,,,,,,2,2,2,1,1,2,,,,,,,,,2,1,2,2,1,2,,2,1,1,2,1,1,,2,2,2,2,,,4,2,2,2,,,,2,2,,4,2,1,2,2,,2,,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,1,2,1,1,,1,1,2,,1,1,1,1,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,138234360,1.1460215,1,42,2,5,1,1,0,0,0,0,0,0,4,4,4,4,0,4,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,2,2,2,,2,2,2,,2,2,2,,,2,7,,4,2,,,,2,2,,4,2,2,,2,,1,1,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,0,2,1,2,2,2,2,2,2,1,2,,,,1,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,138390753,1.103154385,2,25,2,4,1,1,0,1,1,1,0,1,4,4,4,4,1,4,1,1,2,,,,,,,,,,,,,,,,,,,2,2,2,3,1,1,2,,,,,,,,,2,1,1,2,1,2,,2,2,,2,2,2,2,2,2,2,,,2,2,2,3,2,,,,2,1,3,,1,1,1,2,,1,1,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,1,2,2,1,,1,1,2,,1,1,1,1,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
