year,economy,economycode,regionwb,pop_adult,wpid_random,wgt,female,age,educ,inc_q,emp_in,urbanicity,account_fin,account_mob,account,dig_account,borrowed,saved,receive_wages,receive_transfers,receive_pensions,receive_agriculture,merchantpay_dig,pay_utilities,domestic_remittances,anydigpayment,fin2,fin3,fin4,fin5,fin6,fin7,fin8,fin9a,fin9b,fin10,fin11_0,fin11_1,fin11_2,fin11a,fin11b,fin11c,fin11d,fin11e,fin11f,fin13_1,fin13a,fin13b,fin13c,fin13d,fin13e,fin13f,fin13f_1,fin14a,fin14b,fin14c,fin14d,fin14e,fin15,fin16,fin17a,fin17b,fin17c,fin17d,fin17e,fin17f,fin18,fin19,fin20,fin21,fin22a,fin22a_1,fin22b,fin22c,fin22d,fin22e,fin22f,fin22g,fin22h,fin23,fin24,fin24a,fin24b,fin24c,fin24d1,fin24d2,fin24d3,fin25e1,fin25e2,fin25e3,fin25e4,fin26a,fin26b,fin27,fh1,fin28,fh2,fin29,fh2a,fin30,fin31a,fin31b,fin31c,fin31d,fin32,fin33,fin34a,fin34b,fin34c,fin34d,fin35,fin36,fin36a,fin37,fin38,fin39a,fin39b,fin39c,fin39d,fin40,fin41,fin41a,fin42,fin43a,fin43b,fin43c,fin43d,fin44,fin45,internet_use,con1,con2a,con2b,con2c,con2d,con2e,con2f,con2g,con3,con4,con5,con6,con7,con8,con9,con10,con11,con12,con13,con14,con15,con16,con17,con18,con19,con20,con21,con22,con23,con24,con25,con26,con27,con28,con29,con30a,con30b,con30c,con30d,con30e,con30f,con30g,con30h,con31a,con31b,con31c,con31d,con31e,con31f,con31g,con31h,con32,fin46,fin47,fin48a,fin48b,fin48c,fin48d,fin48e,fin48f,fin49a,fin49b,fin49c,fin49d,fin49e,fin49f,fin50,fin51
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,157506649,0.448375984,2,30,2,4,1,1,0,1,1,1,1,1,1,4,4,4,1,2,1,1,2,,,,,,,,,,,,,,,,,,,1,2,2,1,1,2,2,,,,,,,,,2,1,1,3,2,2,,2,2,,2,2,1,2,2,1,1,,,,2,1,4,2,,,,2,1,3,,2,2,,2,,1,1,2,1,2,2,,1,1,2,2,1,,,2,2,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,4,1,1,2,2,,2,1,,3,1,4,,1,1,1,2,1,1,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,157615142,0.68624325,2,27,2,5,1,1,1,1,1,1,1,1,4,4,4,4,1,4,2,1,1,2,2,3,3,1,2,1,1,2,,,,,,,,,,,1,1,3,1,2,2,,,,,,,,,2,2,2,,,,1,2,1,1,2,1,1,,2,2,2,,,,1,2,2,2,,,,2,1,3,,2,2,,1,2,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,0,1,,,,,,,,,,,,,,1,,1,1,,1,,2,1,2,,2,2,,2,2,2,,,,,2,1,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,157721830,0.525710173,2,35,3,5,1,1,1,1,1,1,1,1,1,4,4,4,0,4,1,1,2,1,1,2,2,,1,1,1,2,,,,,,,,,,,5,5,5,1,2,1,1,,,,,,,,1,1,2,2,2,1,,1,2,,1,2,2,,2,2,2,,,,1,2,4,2,,,,2,2,,4,2,2,,1,1,1,1,1,2,,,,,1,1,1,2,,,4,3,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,4,1,1,2,2,,2,2,1,1,1,3,,1,1,1,1,1,1,2,2,,,,,,,,,,1,1,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,158055441,0.545191965,1,27,2,1,1,2,1,1,1,1,0,0,1,4,4,4,0,2,3,1,2,2,2,2,2,,2,2,2,2,,,,,,,,,,,2,2,2,2,2,2,,,,,,,,,2,2,2,,,,2,2,2,,2,2,2,,2,2,2,,,2,4,1,4,2,,,,2,2,,4,2,2,,2,,2,,2,1,2,2,,1,1,2,1,2,,,2,2,,2,2,,,,,,,,2,,,,,,3,0,1,,,,,,,,,,,,,,2,2,1,1,,2,,,2,2,,2,2,,2,2,2,,,,,,,,,,,,,1,1,2,2,2,2,2,2,1,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,158100656,0.805419691,1,24,2,2,1,1,0,1,1,1,1,1,2,4,4,2,1,4,1,1,2,,,,,,,,,,,,,,,,,,,2,1,2,1,1,2,2,,,,,,,,,1,1,1,1,1,2,,2,2,,2,2,2,2,2,2,1,,,1,1,1,3,1,2,2,1,1,1,3,,2,2,,1,1,1,1,2,2,,,,,1,2,2,2,1,,,,,2,2,,,,,,,,1,2,2,1,,2,3,0,1,,,,,,,,,,,,,,2,2,1,1,,1,,1,1,2,,2,1,2,2,2,2,,,,,,,,,,,,,2,2,2,2,2,2,1,2,7,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,158118806,1.66202302,2,45,2,2,1,2,0,0,0,0,1,1,2,4,4,4,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,1,2,2,,2,2,1,,2,2,2,,,,2,2,5,2,,,,2,2,,1,2,2,,2,,2,,2,2,,,,,1,2,2,2,1,,,,,2,2,,,,,,,,2,,,,,,5,1,1,,,,,,,,,,,,,,1,,2,1,,1,,1,4,2,,2,2,,2,1,,1,1,2,,1,1,1,1,1,2,1,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,158158530,0.292104789,2,17,2,2,1,2,0,1,1,1,1,1,4,4,4,4,1,4,1,1,2,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,,,,,,,,2,1,2,3,1,2,,2,2,,2,2,1,,2,2,2,,,,2,1,3,2,,,,1,1,1,,2,2,,1,1,1,1,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,1,2,2,1,,1,1,2,,2,1,1,1,1,2,1,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,158162947,0.617021522,1,30,2,4,1,1,1,1,1,1,1,1,1,4,4,4,0,2,1,1,1,2,2,3,3,1,1,1,1,2,,,,,,,,,,,2,2,1,1,1,1,1,,,,,,,,2,1,2,2,2,2,,2,2,,2,2,1,,2,2,2,,,,2,2,2,2,,,,2,2,,4,2,2,,2,,1,1,2,1,2,2,,1,1,2,2,1,,,2,2,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,1,1,1,1,,1,1,2,,1,1,1,1,2,2,2,1,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,158269401,0.940726254,2,20,2,1,2,2,0,1,1,1,0,1,4,4,4,4,1,1,1,1,2,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,,,,,,,,2,1,2,2,1,2,,2,2,,2,2,2,,2,2,2,,,2,2,1,1,2,,,,1,2,,2,1,1,1,1,1,1,1,2,1,2,1,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,2,1,,1,,1,1,1,2,2,1,1,2,1,,1,1,1,,1,1,1,1,1,2,1,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,158274667,1.024567173,2,30,2,2,1,2,0,1,1,1,1,0,4,4,4,4,0,1,3,1,2,,,,,,,,,,,,,,,,,,,1,4,4,4,2,1,2,,,,,,,,,2,2,2,,,,2,2,2,,2,2,1,,2,4,2,,,,3,2,5,2,,,,1,2,,4,2,2,,2,,2,,2,1,2,1,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,2,0,1,,,,,,,,,,,,,,2,2,1,1,,1,,1,1,2,,2,2,,2,2,2,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,158351403,1.029405823,1,34,2,1,1,2,1,1,1,1,1,1,1,4,4,4,1,4,1,1,2,1,2,2,2,,1,1,1,2,,,,,,,,,,,3,2,1,1,1,1,1,,,,,,,,2,1,1,2,1,1,,1,1,1,1,1,1,1,1,1,1,,,,4,1,4,2,,,,2,2,,1,1,1,1,1,1,1,1,1,2,,,,,1,2,2,1,,,1,2,,2,2,,,,,,,,2,,,,,,1,1,1,,,,,,,,,,,,,,1,,1,2,,1,,1,1,1,1,2,1,1,2,1,,2,1,2,,2,1,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,158362128,0.858618759,2,18,2,1,1,1,0,0,0,0,1,1,4,4,4,2,0,4,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,3,2,1,,2,2,,2,2,1,,2,2,1,,,,5,2,5,2,,,,2,2,,4,2,2,,1,1,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,1,2,2,1,,2,2,0,1,,,,,,,,,,,,,,2,1,2,1,,1,,1,2,2,,2,2,,1,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1,2,,2,2,1,2,1,2,1,2,1,1,2,2,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,158785944,0.683044782,2,30,2,5,1,2,0,1,1,1,1,1,4,4,4,4,1,1,2,1,2,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,,,,,,,,,2,1,2,1,2,2,,2,2,,2,2,1,,2,2,1,,,,3,2,2,2,,,,2,1,3,,2,2,,1,2,1,2,2,1,2,1,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,2,2,1,1,,1,,1,4,2,,2,2,,1,1,,2,1,2,,2,1,2,1,1,2,2,2,2,1,2,2,2,2,1,1,97,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,158841396,1.612035783,2,19,2,5,1,1,0,1,1,1,1,1,1,3,4,4,1,4,1,1,2,,,,,,,,,,,,,,,,,,,2,3,2,1,1,1,2,,,,,,,,,2,1,2,3,1,2,,2,2,,2,2,1,,2,2,2,,,,7,,3,2,,,,2,1,2,,2,2,,1,1,1,1,1,2,,,,,1,2,2,1,,,2,2,,1,2,2,2,2,2,,,,2,,,,,,5,1,1,,,,,,,,,,,,,,1,,2,1,,1,,1,4,1,1,1,1,2,2,1,,1,1,1,,1,1,1,1,1,1,1,1,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,158848963,0.367157909,1,31,3,5,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,2,2,1,,1,1,1,2,,,,,,,,,,,3,1,1,1,2,1,2,,,,,,,,1,1,2,2,1,1,,1,1,2,2,2,1,,2,2,2,,,,2,2,3,2,,,,1,1,1,,1,1,2,1,1,1,1,1,1,2,1,,,1,1,1,2,,,2,2,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,1,1,,1,1,2,,1,1,1,1,1,2,1,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,158923850,1.164504872,1,18,2,4,2,2,0,1,1,1,0,1,4,4,4,4,0,4,1,1,2,,,,,,,,,,,,,,,,,,,1,3,3,3,1,2,2,,,,,,,,,2,1,2,3,1,2,,2,2,,2,2,2,,2,2,2,,,2,7,,5,2,,,,2,2,,4,2,2,,1,2,1,1,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,0,1,,,,,,,,,,,,,,2,2,1,1,,1,,2,1,2,,2,2,,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,158970581,1.042012067,2,32,1,5,1,2,1,1,1,1,0,1,4,4,4,4,0,1,1,1,1,1,2,2,2,,1,1,1,2,,,,,,,,,,,4,2,4,2,2,2,,,,,,,,,1,2,2,2,2,1,,2,2,,2,2,2,,2,2,2,,,2,1,2,4,2,,,,2,2,,3,2,2,,3,,1,1,2,1,2,1,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,1,1,2,2,,2,1,,1,1,3,,1,1,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,158993787,0.83745926,1,33,2,2,2,2,1,1,1,1,1,1,4,4,4,4,1,4,1,1,2,1,2,1,2,,1,1,2,2,,,,,,,,,,,2,2,2,1,1,2,,,,,,,,,2,1,1,2,1,2,,2,1,2,2,2,1,2,2,2,2,,,,4,1,1,2,,,,2,1,1,,2,2,,1,1,1,1,1,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,1,1,2,1,2,2,1,,2,1,2,,1,1,1,1,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,159046986,0.818766654,1,24,2,4,1,2,0,1,1,1,0,1,1,4,4,4,1,4,1,1,2,,,,,,,,,,,,,,,,,,,2,2,2,1,1,1,2,,,,,,,,,2,1,1,1,2,2,,2,2,,2,2,2,2,2,2,2,,,2,1,2,2,2,,,,2,1,2,,2,1,3,1,1,1,2,2,2,,,,,1,2,2,1,,,2,2,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,4,1,1,2,1,2,2,1,,1,1,1,,1,1,1,1,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,159057585,0.542136253,2,26,2,4,1,1,1,1,1,1,1,1,4,4,4,1,0,4,1,1,2,1,2,2,2,,1,1,1,2,,,,,,,,,,,2,2,3,1,2,2,,,,,,,,,2,1,2,2,2,2,,2,1,1,2,1,2,,2,2,2,,,,2,1,2,2,,,,2,2,,4,2,2,,1,1,1,1,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,1,2,1,,,2,3,0,1,,,,,,,,,,,,,,2,2,1,1,,1,,1,1,2,,2,1,2,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,159082523,1.439788976,2,15,2,1,2,2,1,0,1,0,0,0,4,4,4,4,0,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,1,1,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,2,1,1,1,1,1,,,,,,,,,1,1,2,,2,1,1,2,1,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,0,1,,,,,,,,,,,,,,2,2,1,1,,1,,1,1,2,,2,1,2,2,2,2,,,,,,,,,,,,,1,2,1,2,2,2,8,2,1,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,159134270,0.597857982,1,26,2,5,2,1,0,0,0,0,0,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,3,1,2,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,5,0,2,2,2,2,2,2,2,2,,1,2,2,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,159299656,0.341268924,1,28,2,5,1,2,1,1,1,1,1,0,4,4,4,4,0,4,1,1,2,1,1,4,2,,2,1,1,2,,,,,,,,,,,2,2,2,1,2,1,1,,,,,,,,2,2,2,,,,2,2,1,1,1,1,1,,1,2,1,,,,2,1,6,2,,,,2,2,,5,2,2,,1,1,1,2,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,4,1,1,,1,1,1,1,2,2,,1,1,,1,1,1,,1,1,1,1,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,159402836,1.507703929,2,22,2,5,2,1,0,1,1,1,1,1,1,4,4,4,0,4,3,1,2,,,,,,,,,,,,,,,,,,,3,1,4,6,1,2,2,,,,,,,,,2,1,2,1,1,1,,2,2,,2,2,2,,2,2,1,,,2,2,3,3,2,,,,1,2,,5,1,2,,2,,2,,2,2,,,,,1,2,2,1,,,2,2,,2,2,,,,,,,,2,,,,,,5,1,1,,,,,,,,,,,,,,1,,2,1,,1,,1,4,1,1,2,2,,2,2,1,1,2,,2,1,2,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,159427165,1.600946072,1,47,1,2,1,1,0,1,1,1,1,1,4,4,4,2,0,4,1,1,2,,,,,,,,,,,,,,,,,,,1,2,1,1,1,2,2,,,,,,,,,2,1,2,3,2,1,,2,2,,2,2,1,,2,2,2,,,,2,1,2,2,,,,2,2,,3,2,2,,1,1,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,1,2,2,1,,2,6,0,1,,,,,,,,,,,,,,2,2,2,1,,1,,1,2,2,,2,2,,2,2,2,,,,,,,,,,,,,2,8,2,1,2,2,2,2,4,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,159579265,0.597367189,2,30,2,5,1,2,0,1,1,1,0,1,1,4,4,4,1,4,1,1,2,,,,,,,,,,,,,,,,,,,1,2,3,2,1,2,2,,,,,,,,,2,1,2,2,2,2,,2,2,,2,2,2,,2,2,2,,,2,1,2,2,2,,,,2,1,3,,2,2,,1,1,1,1,2,2,,,,,1,2,2,1,,,1,2,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,1,1,2,2,,2,1,,1,1,1,,1,1,1,1,1,2,1,1,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,159653700,0.86976618,1,34,1,3,1,2,0,0,0,0,1,0,4,4,4,4,0,2,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,2,2,2,,2,,,,2,2,2,,2,,2,,2,2,1,,,2,7,,1,1,2,1,,,,,,,,,2,,2,,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,2,0,1,,,,,,,,,,,,,,2,2,1,2,,2,,,2,2,,1,1,2,2,2,2,,,,,,,,,,,,,8,2,2,1,2,1,2,1,8,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,159737444,0.392239704,1,28,3,5,1,2,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,2,2,2,,1,1,1,1,,,,,,,,,,,2,1,1,1,1,2,,,,,,,,,1,2,2,2,1,1,,1,2,,2,2,2,,2,2,2,1,1,,1,3,1,2,,,,1,1,1,,1,1,3,1,1,1,1,1,1,1,1,,,1,1,1,2,,,2,2,,2,2,,,,,,,,2,,,,,,2,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,2,,2,1,2,2,1,,1,1,2,,1,1,1,1,1,1,2,1,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,159798202,1.202201283,1,35,1,3,1,2,1,1,1,1,1,1,4,4,4,4,0,2,1,1,1,2,1,2,2,,2,1,2,2,,,,,,,,,,,2,1,1,1,1,2,,,,,,,,,2,1,2,3,2,2,,2,2,,2,2,1,,1,2,1,,,,2,2,2,2,,,,2,2,,4,2,2,,2,,1,1,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,1,0,1,,,,,,,,,,,,,,2,2,1,1,,1,,1,2,2,,2,1,2,2,2,2,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,160257396,0.379050498,1,24,2,5,1,2,1,1,1,1,1,1,1,1,4,4,1,4,1,1,1,1,2,2,2,,1,1,1,2,,,,,,,,,,,1,1,1,1,1,1,2,,,,,,,,1,1,1,2,1,1,,1,1,1,2,1,1,2,1,2,1,,,,3,2,3,2,,,,1,1,3,,1,1,2,1,1,1,1,2,2,,,,,1,1,1,1,,,2,3,,1,2,1,2,,,3,2,,2,,,,,,2,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,2,,2,1,2,1,1,,1,1,1,,1,1,1,1,1,1,1,2,,,,,,,,,,1,1,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,160262123,0.617479796,2,25,2,5,1,2,1,1,1,1,1,1,4,4,4,4,1,1,1,1,1,1,2,2,2,,1,1,1,2,,,,,,,,,,,2,2,2,1,2,2,,,,,,,,,1,1,2,2,2,2,,2,2,,2,2,1,,2,2,2,,,,2,3,2,2,,,,2,1,2,,2,1,1,2,,1,1,1,1,2,1,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,1,2,,1,1,1,1,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,160306770,0.764014333,1,39,2,4,1,1,0,1,1,1,1,1,4,4,4,4,0,1,1,1,2,,,,,,,,,,,,,,,,,,,1,2,4,4,2,2,2,,,,,,,,,2,2,1,,,,,2,2,,2,2,1,1,1,2,2,,,,6,2,3,2,,,,2,2,,4,2,2,,1,1,2,,2,1,2,1,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,0,1,,,,,,,,,,,,,,2,2,1,1,,1,,1,2,2,,2,2,,2,2,2,,,,,,,,,,,,,1,1,1,2,2,2,2,2,1,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,160404871,0.870412172,2,32,1,3,2,2,0,1,1,1,1,1,4,4,4,4,0,4,1,1,2,,,,,,,,,,,,,,,,,,,2,2,2,1,1,1,2,,,,,,,,,2,1,2,3,1,2,,2,1,2,2,2,1,,2,1,1,,,,7,,4,2,,,,2,2,,4,2,2,,2,,1,1,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,0,1,,,,,,,,,,,,,,2,2,1,1,,2,,,2,2,,2,1,2,2,2,2,,,,,,,,,,,,,1,2,2,1,2,2,2,2,1,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,160662698,1.246952641,2,22,2,4,1,2,0,1,1,1,0,1,4,4,4,4,0,4,1,1,2,,,,,,,,,,,,,,,,,,,1,1,3,3,2,2,2,,,,,,,,,2,1,2,1,2,2,,2,2,,2,2,2,,2,2,2,,,2,3,3,3,2,,,,2,2,,1,2,2,,2,,1,1,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,1,1,2,2,,2,1,,1,1,1,,1,1,1,1,1,2,1,1,,,,,,,,,,2,,1,2,2,2,2,2,2,2,2,2,2,2,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,160680624,3.043115546,1,44,1,4,1,1,0,1,1,1,1,1,4,4,4,1,0,4,1,1,2,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,,,,,,,,,2,1,1,1,2,2,,2,2,,2,2,1,2,2,2,2,,,,2,3,5,2,,,,2,2,,4,2,2,,1,1,1,1,1,2,,,,,2,,,,,,,,,2,2,,,,,,,,1,2,1,,,2,4,0,1,,,,,,,,,,,,,,2,2,1,1,,1,,1,1,2,,2,2,,2,2,2,,,,,,,,,,,,,1,1,2,1,2,2,2,1,1,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,160771953,0.292104789,2,29,1,5,2,1,0,0,0,0,1,0,4,4,4,4,0,4,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,2,,,,2,2,2,,2,,2,,2,2,1,,,2,2,1,4,2,,,,,,,,,,,2,,1,2,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,0,1,,,,,,,,,,,,,,1,,1,1,,2,,,2,1,1,2,2,,2,2,2,,,,,2,1,1,1,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,160805660,0.392239704,1,32,3,5,1,2,1,1,1,1,1,1,1,4,4,4,0,2,1,1,1,2,2,1,1,,1,1,1,2,,,,,,,,,,,1,1,1,1,2,2,,,,,,,,,2,1,2,2,1,2,,2,2,,2,1,2,,2,2,2,,,,1,3,4,1,2,1,2,2,2,,4,2,2,,1,1,1,1,2,1,2,2,,1,1,2,1,2,,,2,1,,2,2,,,,,,,,2,,,,,,1,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,1,2,2,1,,1,1,3,,1,1,1,1,2,2,1,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,161028241,1.178514582,2,33,2,5,1,2,1,1,1,1,1,1,4,4,4,4,1,1,1,1,1,2,2,1,3,,1,1,1,2,,,,,,,,,,,1,1,1,1,2,2,,,,,,,,,1,1,2,2,1,2,,2,1,1,1,1,2,,2,1,2,,,,1,3,4,2,,,,2,1,3,,1,2,,1,1,1,1,1,1,2,1,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,6,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,3,1,1,2,2,,2,1,,1,1,1,,1,1,1,1,1,1,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,,
2024,Ghana,GHA,Sub-Saharan Africa (excluding high income),21563813,161045012,0.55116783,1,27,2,4,2,1,0,1,1,1,1,1,4,4,4,4,0,4,1,1,2,,,,,,,,,,,,,,,,,,,1,2,4,1,1,2,2,,,,,,,,,2,1,2,3,1,1,,2,1,1,2,1,1,,2,2,1,,,,2,1,1,2,,,,2,2,,2,2,2,,2,,1,1,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,2,2,1,1,,1,,1,1,2,,2,2,,2,1,,3,2,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,,,,,,,,,,,,,,
