economy,economycode,wpid_random,wgt,female,age,educ,inc_q,emp_in,urbanicity_f2f,account,account_fin,account_mob,fin1_1a,fin1_1b,fin2,fin4,fin4a,fin5,fin6,fin7,fin8,fin8a,fin8b,fin9,fin9a,fin10,fin10a,fin10b,fin11_1,fin11a,fin11b,fin11c,fin11d,fin11e,fin11f,fin11g,fin11h,fin13_1a,fin13_1b,fin13_1c,fin13_1d,fin13_1e,fin13_1f,fin13a,fin13b,fin13c,fin13d,fin14_1,fin14_2,fin14_2_China,fin14a,fin14a1,fin14b,fin14c,fin14c_2,fin14c_2_China,fin16,fin17a,fin17a1,fin17b,fin20,fin22a,fin22b,fin22c,fin24,fin24a,fin24b,fin26,fin27_1,fin27c1,fin27c2,fin28,fin29_1,fin29c1,fin29c2,fin30,fin31a,fin31b,fin31b1,fin31b1_China,fin31c,fin32,fin33,fin34a,fin34b,fin34d,fin34e,fin35,fin37,fin38,fin39a,fin39b,fin39d,fin39e,fin42,fin42a,fin43a,fin43b,fin43d,fin43e,fin44a,fin44b,fin44c,fin44d,fin45,fin45_1,fin45_1_China,saved,borrowed,receive_wages,receive_transfers,receive_pension,receive_agriculture,pay_utilities,remittances,mobileowner,internetaccess,anydigpayment,merchantpay_dig
Ghana,GHA,207942765,0.55485017,2,18,2,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,1,1,,,2,,,,,,2,,,,,,,1,2,2,2,2,2,2,,,,,,3,2,3,1,4,2,,0,0,4,3,4,4,4,1,1,2,0,0
Ghana,GHA,199442760,1.185121301,2,18,2,4,2,2,1,0,1,,,2,,,,,,,,,,,,,,,2,2,1,2,2,2,2,2,,,,,,,1,1,2,1,2,,,2,1,2,,,,2,2,1,2,2,2,2,,7,,,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,1,,1,0,4,4,4,4,4,1,1,1,1,0
Ghana,GHA,169096165,0.558100385,1,25,1,5,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,,,,,,1,1,2,1,2,,,2,2,2,,,,2,2,1,2,2,2,2,,2,2,2,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,3,2,2,,1,0,4,4,4,4,4,1,1,2,1,0
Ghana,GHA,188545346,0.504209457,2,19,1,3,2,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,1,1,2,1,2,1,,,,,,,1,2,2,1,2,,,2,2,2,,,,2,2,2,2,2,2,2,,7,,,2,,,,1,2,2,2,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,1,1,1,2,3,,0,0,4,4,4,4,2,4,1,2,1,0
Ghana,GHA,115588733,0.421619039,1,30,2,4,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,,,1,2,2,1,2,,,2,2,2,,,,2,2,2,2,2,2,2,,7,,,2,,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,4,1,2,1,,0,0,4,4,4,2,2,1,1,2,1,0
Ghana,GHA,163280246,0.99935189,2,37,2,1,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,2,2,,,,1,1,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,2,4,2,,0,1,2,4,4,4,4,1,1,2,0,0
Ghana,GHA,189757318,0.959976148,2,19,2,1,2,2,1,1,1,2,2,2,,,1,1,2,,,,1,1,2,,1,,,,,,,,,,,,,,,,1,1,2,1,1,1,,1,1,2,,,,1,1,1,1,2,1,2,2,1,1,1,1,1,,,1,1,,,2,,,,,,1,2,2,1,,,2,1,2,2,2,1,,2,,,,,,3,3,4,4,,1,,1,1,1,2,4,4,4,1,1,2,1,1
Ghana,GHA,131356553,1.743537694,2,19,2,2,2,1,1,1,1,2,2,2,,,1,1,2,,,,1,2,1,2,1,,,,,,,,,,,,,,,,1,1,2,1,2,,,2,1,2,,,,2,2,1,2,2,2,2,,7,,,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,1,,1,0,4,4,4,4,4,1,1,1,1,0
Ghana,GHA,185696193,0.306325514,2,32,3,5,1,2,1,1,1,1,2,1,2,,1,1,2,,,,1,2,1,1,1,,,,,,,,,,,,,,,,1,1,2,1,2,,,1,1,2,,,,2,1,1,2,2,2,1,,1,3,3,1,1,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,4,2,2,,1,1,4,4,4,4,2,1,1,1,1,0
Ghana,GHA,122523312,0.390113131,1,32,2,4,1,2,1,1,0,2,2,2,,,2,2,2,,,,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,1,1,2,2,1,2,1,2,1,2,,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,1,4,4,4,4,2,1,1,2,1,0
Ghana,GHA,195813147,1.950663881,2,40,1,2,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,,,1,2,1,1,2,,,2,2,2,,,,2,2,2,2,1,1,2,,3,2,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,2,4,4,4,2,5,1,2,1,0
Ghana,GHA,128482383,0.644231273,1,27,2,5,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,1,1,,,,,,,1,1,1,1,2,,,2,1,2,,,,2,2,1,1,1,2,1,2,3,2,1,1,2,1,2,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,3,2,1,,1,1,4,4,4,4,4,1,1,2,1,0
Ghana,GHA,192006364,1.68073171,2,25,1,4,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,1,2,1,1,2,1,1,1,2,1,2,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,1,2,4,4,4,2,2,1,2,0,0
Ghana,GHA,193921772,0.351362133,2,20,2,1,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,8,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,0,4,4,4,4,4,5,1,1,0,0
Ghana,GHA,203441803,0.332941299,2,29,2,2,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,,,,,,1,1,2,1,2,,,2,1,2,,,,2,2,1,2,2,2,1,,7,,,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,3,2,4,1,,1,1,4,4,4,4,4,1,1,2,1,0
Ghana,GHA,177924204,1.005229356,2,66,2,3,1,2,1,0,1,,,2,,,,,,,,,,,,,,,1,2,2,2,2,1,2,1,,,,,,,1,2,2,1,2,,,2,2,2,,,,2,2,2,2,2,2,2,,1,2,4,1,2,1,2,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,3,2,2,1,,1,1,1,1,2,1,,1,0,4,4,4,2,2,1,1,2,1,0
Ghana,GHA,199737735,0.947731347,2,30,1,3,1,1,1,1,1,2,2,1,1,1,1,2,2,,,,1,1,2,,1,,,,,,,,,,,,,,,,1,1,2,1,1,1,,2,1,2,,,,2,2,1,2,2,2,2,,6,2,2,1,2,1,1,2,,,,1,2,1,1,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,2,1,1,1,,1,0,4,4,4,2,1,2,1,1,1,1
Ghana,GHA,160355446,0.408110716,2,23,2,1,2,1,1,0,1,,,2,,,,,,,,,,,,,,,1,3,2,2,2,1,2,2,,,,,,,1,1,2,1,1,1,,2,1,2,,,,2,2,1,2,2,2,1,,2,1,4,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,4,1,,1,1,4,4,4,2,4,1,1,1,1,1
Ghana,GHA,146481148,0.356662422,1,29,1,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,1,2,1,1,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,2,,0,0,4,4,4,4,2,2,1,2,0,0
Ghana,GHA,182449680,0.816302841,1,40,1,4,1,2,1,0,1,,,2,,,,,,,,,,,,,,,3,1,2,2,2,1,3,1,,,,,,,1,1,1,1,2,,,2,1,2,,,,2,2,1,2,2,2,1,,2,2,2,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,1,2,1,2,,1,1,4,4,4,4,4,1,1,2,1,0
Ghana,GHA,129259353,0.351806646,2,30,2,5,1,2,1,1,1,2,1,1,2,,1,1,2,,,,1,1,2,,1,,,,,,,,,,,,,,,,1,1,2,1,1,2,,1,1,1,1,2,,1,1,1,2,2,2,2,,3,3,3,1,1,,,2,,,,1,2,1,2,,,1,1,1,2,,,2,2,2,,,,,2,,,,,,2,2,4,4,1,2,,1,0,1,4,4,4,1,1,1,1,1,1
Ghana,GHA,112973565,1.206886303,1,15,1,4,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,1,1,1,4,1,,0,0,4,4,4,4,4,5,2,2,0,0
Ghana,GHA,122671263,1.008418914,2,17,2,2,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,6,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,4,4,4,4,4,5,1,2,0,0
Ghana,GHA,201187979,0.435689361,2,29,2,4,1,1,1,0,1,,,2,,,,,,,,,,,,,,,1,1,2,2,2,1,2,2,,,,,,,2,2,1,1,2,,,2,2,2,,,,2,2,2,2,1,2,2,,2,1,1,1,1,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,4,1,,1,1,4,4,4,2,4,1,1,2,1,0
Ghana,GHA,172542628,1.434778027,2,35,1,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,2,2,2,1,1,1,4,2,,0,1,4,4,4,3,4,5,2,2,0,0
Ghana,GHA,207739603,0.692381105,1,25,1,3,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,1,2,1,2,1,2,2,,,,,,,3,1,1,1,2,,,2,1,2,,,,2,2,2,2,1,2,1,,4,1,1,2,,,,1,1,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,1,2,4,4,4,2,1,1,2,1,0
Ghana,GHA,195516215,0.337658692,2,21,2,5,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,,,1,1,2,1,2,,,2,1,1,3,2,,2,2,2,2,2,2,2,,2,2,2,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,3,2,4,1,,0,0,4,4,4,4,4,1,1,1,1,1
Ghana,GHA,135446785,0.834403977,2,18,1,4,1,1,1,1,1,1,2,1,2,,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,2,,,1,1,2,,,,2,2,1,2,2,2,1,,5,1,1,2,,,,1,1,,,1,1,1,1,,,1,2,1,1,,,1,2,2,,,,,1,1,1,1,,,1,1,1,1,1,2,,1,1,1,4,4,1,1,1,1,2,1,0
Ghana,GHA,172296313,1.390202414,1,30,1,1,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,1,1,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,1,1,2,2,1,,1,1,4,1,2,1,,1,0,2,4,4,2,4,5,1,2,0,0
Ghana,GHA,131955717,0.530024632,2,48,5,3,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,2,1,2,2,1,2,2,,,,,,,2,1,2,1,2,,,2,1,2,,,,2,2,1,2,2,2,2,,7,,,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,1,1,1,,1,0,4,4,4,4,4,1,1,2,1,0
Ghana,GHA,127477694,1.589711028,2,50,2,4,1,2,1,1,1,1,1,2,,,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,2,,,2,1,2,,,,2,1,1,1,1,1,1,2,1,2,2,1,1,,,1,1,,,1,1,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,2,2,1,,1,1,4,4,4,4,1,1,1,1,1,0
Ghana,GHA,145279365,0.390113131,1,25,2,5,1,2,1,1,1,1,2,2,,,2,2,2,,,,1,3,1,1,1,,,,,,,,,,,,,,,,1,1,2,2,2,,,2,1,2,,,,2,2,2,2,2,2,2,,2,3,1,2,,,,2,,,,2,,,,,,1,2,2,1,,,2,2,2,,,,,2,,,,,,3,3,3,3,,1,,0,0,1,4,4,4,4,5,1,1,1,0
Ghana,GHA,203084558,0.562410403,1,23,2,5,1,1,1,1,1,1,2,1,2,,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,2,1,2,,,2,1,2,,,,3,1,1,2,2,2,2,,1,3,1,1,1,,,1,1,,,2,,,,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,3,3,3,3,,1,,1,0,1,4,4,4,4,1,1,1,1,0
Ghana,GHA,201859717,1.743537694,2,16,2,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,3,2,2,,,,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,3,1,4,1,,1,0,4,4,4,4,4,3,2,1,0,0
Ghana,GHA,174898189,1.215662408,1,20,2,3,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,,,1,2,2,1,1,1,,1,1,2,,,,2,2,2,2,1,2,1,,2,1,1,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,4,4,4,4,4,1,1,2,1,1
Ghana,GHA,209681638,0.677480842,1,68,2,5,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,1,,,,,,,2,1,2,1,2,,,2,2,2,,,,2,2,2,2,1,2,2,,5,1,1,1,1,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,4,2,1,,0,1,4,4,4,4,2,1,1,2,1,0
Ghana,GHA,140226907,0.807805679,2,37,2,4,1,2,1,1,1,2,2,2,,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,,,1,1,2,1,2,,,2,1,2,,,,2,2,1,2,1,2,1,,2,2,1,1,1,,,1,1,,,1,1,1,1,,,1,2,1,1,,,2,2,2,,,,,2,,,,,,1,1,2,4,2,2,,1,1,1,4,4,4,1,1,1,1,1,0
Ghana,GHA,204508201,1.021613938,2,38,1,4,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,4,2,,2,2,2,2,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,2,3,3,1,2,,0,0,4,4,4,2,2,5,1,2,0,0
Ghana,GHA,209720431,1.085210255,1,23,2,2,2,2,0,0,0,,,2,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,,,,,,,,,,,2,,,2,1,3,,,,4,4,1,1,2,4,4,4,2,2,2,1,1,,,2,,,,2,,,,,,2,,,,,,,2,4,,,,,4,,,,,,4,4,4,4,,3,,1,0,4,4,5,5,4,1,1,1,0,0
Ghana,GHA,194496308,0.694221374,1,35,1,3,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,,,,,2,,,2,1,2,,,,2,2,,2,2,2,1,,1,3,2,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,1,1,,1,1,4,4,4,2,4,1,1,2,0,0
Ghana,GHA,159506314,0.702724267,2,24,2,5,2,2,1,1,1,,,1,1,2,2,1,2,,,,2,,1,1,1,,,,,,,,,,,,,,,,1,1,2,2,2,,,2,1,1,1,2,,1,2,1,2,2,2,2,,1,3,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,2,,1,0,4,4,4,4,4,5,1,1,1,1
Ghana,GHA,116252118,0.306325514,1,29,3,5,1,2,1,1,1,1,1,1,1,2,1,1,2,,,,1,1,1,2,1,,,,,,,,,,,,,,,,1,1,2,1,1,1,,2,1,2,,,,1,1,1,2,2,2,2,,1,3,3,1,1,,,1,1,,,1,2,2,,,1,1,1,1,2,,,1,2,1,1,2,,,2,,,,,,3,2,3,3,,2,,1,0,1,4,1,4,2,1,1,1,1,1
Ghana,GHA,187147354,0.910870766,2,17,1,4,1,1,1,1,1,2,2,2,,,1,2,2,,,,1,2,1,2,1,,,,,,,,,,,,,,,,,,,1,2,,,2,1,2,,,,1,1,1,2,2,2,2,,1,2,2,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,1,,,1,1,1,1,4,1,,1,0,4,4,4,1,4,1,1,1,1,0
Ghana,GHA,163584538,1.121426024,2,20,2,4,1,2,1,1,1,2,2,2,,,2,1,2,,,,2,,2,,2,,,,,,,,,,,,,,,,1,1,2,1,1,2,,1,1,1,3,2,,2,2,2,2,2,2,2,,5,2,1,1,1,,,1,1,,,1,2,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,3,4,,2,,0,0,4,4,4,4,1,1,1,1,1,1
Ghana,GHA,184500144,0.356662422,1,27,2,4,2,2,1,1,1,2,2,2,,,2,2,2,,,,1,2,2,,2,,,,,,,,,,,,,,,,1,2,2,1,2,,,2,2,2,,,,2,1,2,2,2,2,2,,2,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,0,4,4,4,4,2,5,1,1,1,0
Ghana,GHA,129390450,2.082664121,1,37,1,1,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,2,3,2,1,2,2,1,2,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,3,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,2,2,2,3,,0,1,4,4,4,2,4,5,2,2,0,0
Ghana,GHA,150983851,1.312452719,1,22,2,3,1,2,1,0,1,,,2,,,,,,,,,,,,,,,1,2,2,2,2,1,2,1,,,,,,,1,1,1,1,2,,,2,1,2,,,,2,2,1,2,2,2,2,,6,3,3,1,1,,,1,2,1,1,2,,,,,,1,2,2,1,,,2,2,2,,,,,2,,,,,,1,1,2,1,2,1,,1,1,1,4,4,4,4,1,1,1,1,0
Ghana,GHA,185328472,1.393143457,1,20,2,5,1,2,1,1,1,1,2,1,1,1,1,1,2,,,,1,2,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,1,2,,1,1,1,3,2,,2,1,1,2,2,2,2,,1,2,2,1,1,,,1,1,,,1,2,1,2,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,1,1,4,4,4,1,1,1,1,1,1
Ghana,GHA,160761929,0.891631147,1,47,1,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,3,1,2,2,1,2,2,3,3,2,2,1,1,,,,,2,,,2,2,2,,,,2,2,,1,2,2,1,1,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,2,2,3,4,2,2,,1,1,4,4,4,2,4,5,2,2,0,0
Ghana,GHA,182697152,0.781718088,1,38,2,3,2,2,1,1,1,2,2,1,2,,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,2,1,1,1,,1,2,2,,,,2,1,1,1,2,1,1,1,1,1,1,1,1,,,1,2,1,2,1,2,2,,,2,2,,,,,,,2,2,,,,,1,2,2,2,2,2,1,2,2,1,1,1,,1,1,4,4,4,3,3,1,1,1,1,1
Ghana,GHA,126781702,0.397752841,1,32,2,3,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,2,1,2,2,1,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,2,2,2,2,1,,2,1,1,1,2,1,2,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,1,3,2,2,1,,1,1,1,4,2,1,,1,1,4,4,4,2,4,3,1,2,0,0
Ghana,GHA,185354472,1.146848532,1,21,2,3,2,1,1,1,0,2,2,2,,,1,1,2,,,,2,,2,,2,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,1,2,,,,2,2,,1,2,1,2,2,3,2,2,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,1,,1,1,4,4,4,4,4,1,1,2,1,0
Ghana,GHA,187692353,3.768735686,1,60,1,3,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,4,1,1,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,3,3,1,1,4,1,,0,1,4,4,4,2,2,1,1,2,0,0
Ghana,GHA,130838316,1.598264041,1,38,1,5,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,2,1,2,2,1,2,2,,,,,,,1,2,2,1,2,,,2,2,2,,,,2,2,1,2,2,2,2,,7,,,2,,,,1,1,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,4,1,1,2,,1,0,2,4,4,4,4,1,1,2,1,0
Ghana,GHA,153123580,0.306325514,2,29,2,4,1,1,1,0,1,,,2,,,,,,,,,,,,,,,1,1,2,2,2,1,2,1,,,,,,,1,2,2,1,2,,,2,1,2,,,,2,2,2,2,2,2,1,,3,1,1,1,2,1,1,2,,,,2,,,,,,1,2,2,2,1,,,1,2,2,2,2,2,2,,,,,,1,1,1,1,2,1,,0,1,2,3,4,4,4,2,1,2,1,0
Ghana,GHA,132644329,0.975852641,1,23,2,5,1,2,1,1,1,2,2,1,2,,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,2,1,2,,,2,1,2,,,,1,1,1,2,2,2,2,,1,3,1,1,1,,,1,1,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,3,3,3,,2,,1,0,2,4,4,4,4,1,1,1,1,0
Ghana,GHA,143114403,0.581179231,2,24,2,5,1,2,1,1,1,1,2,1,1,1,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,2,1,,2,1,2,,,,1,1,2,2,2,1,2,,3,3,1,1,1,,,1,1,,,2,,,,,,1,2,1,1,,,2,2,2,,,,,2,,,,,,3,1,1,4,2,3,,1,1,1,4,4,4,4,1,1,1,1,1
Ghana,GHA,169034470,0.411026697,2,25,2,5,1,2,1,1,1,2,2,1,2,,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,2,1,2,,,2,1,2,,,,1,2,1,2,2,2,2,,1,3,2,1,2,2,1,1,1,,,1,2,2,,,1,2,,,,,,,2,3,,,,,2,,,,,,3,3,3,3,,1,,1,0,4,4,5,4,2,1,1,1,1,0
Ghana,GHA,161723288,1.439635609,2,18,2,1,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,1,1,2,2,1,2,1,,,,,,,1,1,1,1,2,,,2,2,2,,,,2,2,1,1,2,2,1,2,2,1,1,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,1,4,1,,1,1,4,4,4,4,4,1,1,2,1,0
Ghana,GHA,147367611,0.332865319,2,33,2,4,1,2,1,1,1,2,2,1,2,,1,2,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,1,2,,2,1,2,,,,2,1,1,1,2,1,1,1,1,3,3,1,1,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,1,4,1,,1,1,4,4,4,4,2,1,1,1,1,1
Ghana,GHA,173795012,1.57377017,2,28,1,3,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,2,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,0,4,4,4,4,4,5,1,2,0,0
Ghana,GHA,122281799,0.315339977,1,31,2,5,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,1,1,1,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,2,2,1,,1,1,4,4,4,4,2,5,1,1,0,0
Ghana,GHA,201451134,3.768735686,1,70,1,1,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,0,4,4,4,4,4,5,2,2,0,0
Ghana,GHA,123489256,1.638861584,1,74,1,1,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,2,2,1,2,1,2,1,2,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,4,1,1,2,,,,1,2,1,2,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,4,2,1,,0,1,4,4,4,4,2,3,2,2,0,0
Ghana,GHA,153779612,1.073863246,1,19,2,4,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,2,,0,0,4,4,4,4,4,1,3,1,0,0
Ghana,GHA,113796926,1.021613938,2,37,1,2,1,2,1,1,1,2,2,1,2,,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,2,1,2,,,2,1,2,,,,1,1,1,2,2,2,2,,1,3,3,1,1,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,1,,1,0,4,4,4,4,2,1,1,1,1,0
