economy,economycode,wpid_random,wgt,female,age,educ,inc_q,emp_in,urbanicity_f2f,account,account_fin,account_mob,fin1_1a,fin1_1b,fin2,fin4,fin4a,fin5,fin6,fin7,fin8,fin8a,fin8b,fin9,fin9a,fin10,fin10a,fin10b,fin11_1,fin11a,fin11b,fin11c,fin11d,fin11e,fin11f,fin11g,fin11h,fin13_1a,fin13_1b,fin13_1c,fin13_1d,fin13_1e,fin13_1f,fin13a,fin13b,fin13c,fin13d,fin14_1,fin14_2,fin14_2_China,fin14a,fin14a1,fin14b,fin14c,fin14c_2,fin14c_2_China,fin16,fin17a,fin17a1,fin17b,fin20,fin22a,fin22b,fin22c,fin24,fin24a,fin24b,fin26,fin27_1,fin27c1,fin27c2,fin28,fin29_1,fin29c1,fin29c2,fin30,fin31a,fin31b,fin31b1,fin31b1_China,fin31c,fin32,fin33,fin34a,fin34b,fin34d,fin34e,fin35,fin37,fin38,fin39a,fin39b,fin39d,fin39e,fin42,fin42a,fin43a,fin43b,fin43d,fin43e,fin44a,fin44b,fin44c,fin44d,fin45,fin45_1,fin45_1_China,saved,borrowed,receive_wages,receive_transfers,receive_pension,receive_agriculture,pay_utilities,remittances,mobileowner,internetaccess,anydigpayment,merchantpay_dig
Ghana,GHA,191902703,0.307415978,2,34,3,5,1,2,1,1,1,2,2,1,2,,1,1,1,2,,4,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,2,1,2,,,2,1,2,,,,1,1,2,2,2,2,2,,1,3,3,1,1,,,1,1,,,1,2,2,,,1,1,1,1,2,,,2,2,2,,,,,2,,,,,,3,3,3,3,,1,,1,0,1,4,4,4,2,1,1,1,1,0
Ghana,GHA,143682454,0.91811577,2,52,2,3,1,1,1,1,1,1,2,2,,,2,2,2,,,,1,2,2,,1,,,,,,,,,,,,,,,,1,1,2,1,2,,,2,1,2,,,,2,2,2,2,2,2,1,,2,1,1,2,,,,1,1,,,1,2,2,,,1,1,2,1,2,,,2,2,2,,,,,1,1,2,2,1,,1,1,1,1,4,1,,0,1,1,4,4,2,2,1,1,2,1,0
Ghana,GHA,140671614,1.610794869,1,15,2,3,1,1,1,1,0,2,2,2,,,2,2,2,,,,1,1,2,,1,,,,,,,,,,,,,,,,,,,,2,,,2,1,2,,,,2,2,2,1,2,1,2,2,2,2,1,1,1,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,1,1,4,4,4,4,2,1,1,2,1,0
Ghana,GHA,191621240,1.146848532,1,19,2,4,1,1,1,1,0,,,2,,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,1,2,2,2,1,2,,,,,2,,,2,2,2,,,,1,2,,1,2,2,2,2,1,3,2,1,2,1,2,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,1,1,1,2,,,1,1,1,1,2,1,,1,0,4,4,4,1,4,3,1,1,1,0
Ghana,GHA,141873417,0.537499274,1,29,2,3,2,2,1,1,0,2,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,2,2,2,2,2,2,,,,,1,1,,2,1,2,,,,1,2,,1,2,2,2,2,4,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,1,4,4,4,4,2,5,1,1,1,1
Ghana,GHA,114633359,0.411026697,2,33,2,4,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,3,2,2,2,1,2,2,2,3,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,2,1,2,4,2,1,,0,1,4,4,4,2,4,5,2,2,0,0
Ghana,GHA,197208835,0.747042533,2,28,2,4,1,2,1,1,1,1,2,1,2,,2,2,2,,,,1,2,1,1,1,,,,,,,,,,,,,,,,1,1,2,1,1,2,,2,1,1,1,2,,2,1,1,2,2,2,2,,1,3,2,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,2,3,2,1,,1,1,4,4,4,4,4,1,1,1,1,1
Ghana,GHA,146875274,2.271752288,2,67,2,2,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,5,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,4,1,,0,1,4,4,4,2,2,5,1,2,0,0
Ghana,GHA,120588024,0.540030251,2,36,1,1,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,3,2,2,2,1,2,1,2,2,1,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,1,2,,3,1,1,1,1,,,1,1,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,1,1,2,2,1,,1,1,2,1,1,1,,0,1,2,4,4,2,2,1,1,2,0,0
Ghana,GHA,208075448,0.390113131,1,29,2,5,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,1,1,1,2,2,2,2,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,4,1,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,4,4,4,4,4,5,1,2,0,0
Ghana,GHA,128349755,2.198387435,1,65,1,1,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,3,1,,0,0,4,4,4,4,2,5,1,2,0,0
Ghana,GHA,145440885,0.928762304,1,22,2,2,2,2,1,1,1,1,2,2,,,2,1,2,,,,1,2,2,,1,,,,,,,,,,,,,,,,1,1,2,1,1,2,,2,1,2,,,,2,1,1,2,2,2,2,,2,2,1,1,1,,,1,1,,,1,2,2,,,1,1,2,1,1,,,2,2,2,,,,,2,,,,,,3,1,1,1,3,1,,1,0,1,4,4,4,2,1,1,1,1,1
Ghana,GHA,122073285,0.761473112,1,30,1,3,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,2,2,1,2,1,2,2,1,2,2,1,2,2,,,,,2,,,2,2,2,,,,1,2,,1,2,2,2,2,3,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,3,2,2,1,,1,1,2,1,2,2,,1,0,4,4,4,2,4,5,2,2,0,0
Ghana,GHA,185372939,0.403132033,2,33,2,5,1,2,1,1,1,2,2,2,,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,,,1,1,2,1,1,1,,2,1,2,,,,2,1,1,2,2,2,2,,3,2,2,1,1,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,2,2,1,,1,0,4,4,4,4,2,1,1,1,1,1
Ghana,GHA,186815519,1.363838871,1,16,2,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,1,2,,,,1,2,1,1,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,4,4,4,,1,,1,1,4,4,4,4,4,2,1,1,0,0
Ghana,GHA,153857905,0.372439904,1,30,2,3,1,2,1,1,1,2,2,2,,,1,2,2,,,,1,1,1,2,1,,,,,,,,,,,,,,,,1,2,2,1,2,,,2,2,2,,,,2,2,2,1,2,2,1,2,4,3,3,2,,,,1,1,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,3,2,1,,1,1,2,4,4,4,2,1,1,2,1,0
Ghana,GHA,137922844,0.43375522,2,36,2,3,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,,,1,1,2,1,2,,,2,1,2,,,,2,2,1,2,2,2,2,,3,1,4,1,1,,,1,1,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,2,3,3,,2,,1,0,2,4,4,4,4,1,1,1,1,0
Ghana,GHA,137233831,1.103330005,1,19,2,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,7,,,2,,,,1,2,1,2,2,,,,,,2,,,,,,,2,1,2,2,2,2,2,,,,,,1,2,2,1,2,1,,0,1,4,4,3,4,4,3,2,2,0,0
Ghana,GHA,143815115,0.925736402,2,43,3,5,1,2,1,1,1,1,1,1,2,,2,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,2,2,1,1,2,,2,1,1,2,1,,2,1,2,1,1,2,1,1,1,3,2,1,1,,,1,1,,,1,1,1,2,,,1,1,1,2,,,1,2,2,,,,,2,,,,,,1,1,3,2,1,1,,1,1,1,4,4,4,1,1,1,1,1,1
Ghana,GHA,183837298,0.382659638,1,29,1,3,2,2,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,,,1,1,2,1,2,,,2,2,2,,,,2,2,2,2,2,2,2,,7,,,1,2,1,1,1,2,1,1,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,3,2,2,4,2,,0,0,4,4,4,4,2,2,1,2,1,0
Ghana,GHA,209586481,0.825162869,2,35,2,3,1,2,1,1,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,,,1,1,2,1,2,,,2,1,2,,,,2,2,1,1,2,2,2,2,2,1,1,1,1,,,1,1,,,1,2,1,1,,,2,,,,,,,1,2,2,2,2,1,2,,,,,,1,2,1,1,4,1,,1,0,4,1,4,4,1,1,1,1,1,0
Ghana,GHA,117922957,0.483539216,1,35,2,5,1,2,1,1,1,2,2,1,2,,1,1,2,,,,1,1,1,2,1,,,,,,,,,,,,,,,,1,1,2,1,2,,,2,1,1,2,1,,1,1,1,2,2,2,1,,1,3,3,1,1,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,1,2,1,,1,1,4,4,4,4,2,1,1,1,1,0
Ghana,GHA,145390979,0.7823679,1,30,1,2,1,1,1,1,1,2,2,2,,,2,2,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,2,2,2,,,2,2,2,,,,2,1,1,1,2,1,2,2,1,3,2,2,,,,1,1,,,1,2,2,,,1,2,,,,,,,1,2,2,1,,,1,2,2,2,1,,1,1,1,1,4,1,,1,1,4,1,4,2,2,1,1,2,1,0
Ghana,GHA,129332512,0.306325514,1,30,2,5,1,2,1,1,1,,,1,1,1,1,1,2,,,,2,,1,1,1,,,,,,,,,,,,,,,,1,1,1,2,2,2,,1,1,2,,,,4,2,2,2,2,2,2,,2,2,2,1,1,,,1,1,,,1,1,1,2,,,2,,,,,,,2,4,,,,,4,,,,,,6,6,2,2,4,2,,0,1,4,4,5,5,1,1,1,1,1,1
Ghana,GHA,185915187,1.61491482,1,22,1,1,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,1,2,2,2,2,2,1,2,2,2,3,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,2,2,1,2,4,3,,0,1,4,4,4,2,4,5,2,2,0,0
Ghana,GHA,122408098,1.158000883,2,86,2,4,2,2,1,1,0,2,2,2,,,2,2,2,,,,2,,2,,1,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,1,1,,2,2,2,2,,4,2,2,2,,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,3,3,3,4,,2,,1,0,4,4,4,2,2,1,1,2,1,0
Ghana,GHA,188558076,1.439635609,2,18,2,4,1,2,1,1,1,1,2,2,,,1,2,2,,,,1,2,1,1,1,,,,,,,,,,,,,,,,1,1,1,1,1,2,,2,1,1,3,2,,2,1,1,2,2,2,1,,1,2,1,1,1,,,1,1,,,1,2,2,,,1,1,2,2,1,,,2,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,1,1,4,4,4,2,1,1,1,1,1
Ghana,GHA,117018414,1.393143457,1,15,1,2,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,1,2,2,1,1,1,2,2,1,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,2,2,2,2,,,,,,1,1,2,1,2,2,,1,0,4,3,4,4,4,5,2,1,0,0
Ghana,GHA,147436167,1.418089712,2,45,1,4,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,2,2,4,2,2,1,,1,0,4,4,4,2,4,5,1,2,0,0
Ghana,GHA,122801338,0.566167866,2,25,2,3,1,1,1,0,1,,,2,,,,,,,,,,,,,,,1,2,2,1,2,1,2,2,,,,,,,1,1,1,1,2,,,2,2,2,,,,2,2,2,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,2,3,1,1,,0,1,2,4,4,4,4,5,1,2,1,0
Ghana,GHA,173598645,0.780226261,1,28,2,5,1,2,1,1,1,2,2,1,2,,1,1,2,,,,1,2,1,2,1,,,,,,,,,,,,,,,,1,2,2,1,2,,,2,1,2,,,,1,1,2,2,2,2,2,,1,3,2,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,4,2,1,,1,0,4,4,4,4,4,1,1,1,1,0
Ghana,GHA,160500984,1.68723121,1,18,2,3,2,2,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,1,2,,,,,,,1,1,2,1,2,,,2,2,2,,,,2,2,1,2,2,2,1,,2,2,2,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,1,4,4,4,4,4,1,1,1,1,0
Ghana,GHA,137301597,0.975852641,1,18,2,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,1,,,,,,,,,,,2,,,2,2,2,,,,2,2,2,2,2,2,2,,2,1,1,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,0,4,4,4,4,4,1,1,1,0,0
Ghana,GHA,122090863,1.589711028,2,46,2,5,1,2,1,1,1,1,2,2,,,1,2,2,,,,1,1,2,,1,,,,,,,,,,,,,,,,1,1,1,1,2,,,2,1,2,,,,1,1,1,2,2,1,1,,1,3,3,1,1,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,1,2,1,,1,1,4,4,4,4,2,1,1,1,1,0
Ghana,GHA,145523493,0.800577705,2,35,1,1,1,1,1,0,1,,,2,,,,,,,,,,,,,,,1,2,2,1,2,1,2,2,,,,,,,2,1,2,1,2,,,2,1,2,,,,2,2,1,2,2,2,2,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,1,1,,1,0,4,4,4,2,2,5,1,2,1,0
Ghana,GHA,164956376,2.521097565,2,30,1,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,1,2,2,1,1,2,2,2,1,1,2,2,,,,,2,,,2,2,2,,,,1,2,,2,2,2,1,,2,1,1,1,2,1,2,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,1,3,2,2,1,,1,1,2,1,2,1,,1,1,4,4,4,2,4,3,1,2,0,0
Ghana,GHA,133160397,0.43467683,2,24,2,1,2,2,1,1,1,2,2,1,2,,1,1,2,,,,1,2,1,2,1,,,,,,,,,,,,,,,,1,1,1,1,2,,,2,1,1,3,1,,2,2,2,2,2,2,2,,2,3,3,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,1,4,4,4,4,4,1,1,1,1,1
Ghana,GHA,135095310,0.795505682,1,32,2,3,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,,,,2,,,2,1,2,,,,1,2,,2,2,2,2,,2,3,3,1,1,,,1,2,1,2,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,1,1,2,2,1,,3,3,3,3,,3,,1,0,2,4,4,2,2,1,1,2,0,0
Ghana,GHA,152591546,2.985075059,1,48,1,4,1,1,1,0,1,,,2,,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,,,,,,,1,1,1,1,2,,,1,2,2,,,,1,2,1,2,1,2,1,,3,2,2,1,2,1,1,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,1,1,2,2,1,,2,2,2,2,1,2,,1,1,2,4,4,2,2,2,1,1,1,0
Ghana,GHA,120994846,0.531345335,2,19,2,4,2,2,1,1,1,2,2,2,,,2,2,2,,,,2,,2,,1,,,,,,,,,,,,,,,,1,1,2,2,2,,,2,2,2,,,,1,2,1,2,2,2,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,3,1,4,2,,1,1,4,4,4,4,4,5,1,1,1,0
Ghana,GHA,193405401,0.839001231,1,36,2,3,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,,,,,,1,2,1,1,2,,,2,1,2,,,,2,2,2,2,2,2,1,,2,1,1,1,1,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,2,,1,1,4,4,4,4,2,1,1,2,1,0
Ghana,GHA,177162053,1.103330005,1,23,2,4,2,1,1,1,1,2,2,2,,,2,2,2,,,,2,,2,,1,,,,,,,,,,,,,,,,1,1,1,1,2,,,2,1,2,,,,1,1,2,2,2,2,2,,4,3,3,2,,,,1,1,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,1,2,4,4,4,2,1,1,1,1,0
Ghana,GHA,205994235,0.46307165,2,19,2,1,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,2,1,2,1,4,1,,0,1,4,4,4,2,2,5,2,2,0,0
Ghana,GHA,173010153,1.439635609,2,17,2,1,1,2,1,1,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,,,1,1,2,1,1,2,,2,1,1,3,1,,2,2,1,2,2,2,1,,2,1,1,1,1,,,1,1,,,1,2,2,,,1,2,,,,,,,1,2,2,2,2,1,2,,,,,,2,1,1,2,4,1,,1,1,4,1,4,4,2,1,1,1,1,1
Ghana,GHA,171620673,0.665730638,2,27,2,3,1,2,1,1,1,1,1,1,2,,1,2,2,,,,1,2,1,2,1,,,,,,,,,,,,,,,,1,1,1,1,1,1,,2,1,2,,,,1,1,1,2,2,2,1,,1,3,3,1,1,,,1,1,,,2,,,,,,1,1,1,1,,,2,2,2,,,,,2,,,,,,1,1,1,1,1,1,,1,1,1,4,4,4,4,1,1,1,1,1
Ghana,GHA,115117286,0.307415978,2,30,2,5,1,2,1,1,1,2,2,1,2,,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,2,1,2,,,2,1,2,,,,1,1,1,2,2,2,2,,1,3,2,1,1,,,1,1,,,1,2,2,,,1,1,1,1,2,,,2,2,2,,,,,2,,,,,,3,3,3,3,,1,,1,0,1,4,4,4,2,1,1,1,1,0
Ghana,GHA,210653056,0.635174246,2,32,2,5,1,1,1,1,1,1,1,1,2,,1,2,2,,,,1,1,1,2,1,,,,,,,,,,,,,,,,1,1,2,2,2,,,2,1,2,,,,1,1,1,2,2,2,2,,1,3,3,1,1,,,1,1,,,2,,,,,,1,1,1,2,,,2,2,2,,,,,2,,,,,,1,1,1,1,3,1,,1,0,1,4,4,4,4,1,1,1,1,0
Ghana,GHA,179607518,0.411026697,2,28,2,5,1,2,1,1,1,2,2,1,2,,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,2,1,2,,,2,1,2,,,,1,1,1,2,2,2,2,,8,,,1,1,,,1,1,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,3,3,3,,1,,1,0,2,4,4,4,2,1,1,1,1,0
Ghana,GHA,132597550,0.671194824,1,46,2,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,1,2,1,2,2,,,,,,,,,,,2,,,2,1,2,,,,2,1,2,2,2,2,2,,7,,,2,,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,1,4,4,4,4,2,1,1,2,0,0
Ghana,GHA,177858322,1.157560193,2,30,1,3,1,1,1,1,0,2,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,2,1,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,1,2,,6,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,1,4,4,4,4,4,5,1,2,0,0
Ghana,GHA,162196598,1.6371775,2,19,1,2,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,2,,0,0,4,4,4,4,2,5,1,2,0,0
Ghana,GHA,166106733,1.977243081,1,42,1,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,,,,,2,,,1,2,2,,,,2,2,,2,2,2,2,,8,,,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,3,2,1,,0,0,4,4,4,4,4,1,2,2,0,0
Ghana,GHA,157178489,2.965864621,1,38,1,3,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,2,1,2,2,2,1,2,,,,,,,1,1,2,1,2,,,2,1,2,,,,2,2,1,2,2,2,1,,2,2,2,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,1,4,4,4,4,4,1,1,2,1,0
Ghana,GHA,176987732,0.625036842,1,27,1,4,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,1,2,1,2,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,1,1,,0,1,4,4,4,2,4,3,1,2,0,0
Ghana,GHA,161567320,0.558100385,1,25,1,4,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,2,1,2,2,1,2,2,,,,,,,1,1,2,1,2,,,2,2,2,,,,2,2,1,1,2,1,2,2,3,2,2,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,1,4,4,4,4,4,1,1,1,1,0
Ghana,GHA,122913485,1.26640224,1,50,2,3,1,1,1,1,1,1,2,1,2,,1,1,2,,,,1,2,2,,1,,,,,,,,,,,,,,,,1,2,1,1,2,,,2,1,2,,,,2,2,2,2,1,1,1,,4,2,2,1,1,,,1,1,,,1,2,2,,,1,1,1,1,2,,,2,2,2,,,,,2,,,,,,2,2,3,2,2,2,,0,1,1,4,4,4,2,1,1,1,1,0
Ghana,GHA,151723306,0.980258295,2,37,2,2,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,,,2,1,2,1,2,,,2,1,2,,,,2,2,2,2,2,2,2,,7,,,1,1,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,4,4,4,4,2,1,1,2,1,0
Ghana,GHA,203811467,0.798514739,1,40,2,3,1,2,1,0,1,,,2,,,,,,,,,,,,,,,2,2,1,1,2,2,2,2,,,,,,,1,1,1,1,2,,,2,1,2,,,,2,2,1,2,2,2,2,,7,,,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,2,3,1,,1,1,4,4,4,4,4,1,1,1,1,0
Ghana,GHA,150472105,0.617157601,2,38,3,4,1,2,1,1,1,1,2,1,2,,1,1,2,,,,1,2,1,2,1,,,,,,,,,,,,,,,,1,1,2,1,2,,,2,1,2,,,,1,1,1,2,2,2,1,,1,3,3,1,1,,,1,1,,,1,2,2,,,1,1,1,1,2,,,2,1,2,2,2,2,1,2,,,,,,1,1,3,2,2,1,,1,1,1,1,4,4,2,1,1,1,1,0
Ghana,GHA,171142194,0.981361043,2,24,1,3,1,2,1,1,1,2,2,2,,,2,2,2,,,,2,,1,2,1,,,,,,,,,,,,,,,,1,1,1,1,2,,,2,1,2,,,,1,1,2,1,2,2,1,2,1,2,1,1,1,,,1,1,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,1,1,2,2,1,,2,1,2,4,2,1,,1,1,2,4,4,2,2,1,1,2,1,0
Ghana,GHA,206286634,1.237744304,2,35,2,2,1,2,1,1,1,1,2,1,2,,1,2,1,1,2,2,1,1,1,2,1,,,,,,,,,,,,,,,,1,1,2,1,2,,,1,1,2,,,,2,1,1,1,2,2,1,2,1,3,2,1,1,,,1,1,,,1,2,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,1,2,1,2,,1,1,4,4,4,4,1,1,1,1,1,0
Ghana,GHA,148164580,0.562410403,1,20,2,1,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,2,,,2,1,2,,,,2,2,,2,2,2,2,,2,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,0,4,4,4,4,4,5,1,1,0,0
Ghana,GHA,154151163,3.474002649,2,67,2,4,1,2,1,1,1,2,2,1,2,,2,2,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,2,2,2,,,2,1,2,,,,1,1,2,2,2,2,2,,1,3,3,1,1,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,1,,,1,1,1,1,2,1,,1,1,4,4,4,1,2,1,1,1,1,0
Ghana,GHA,114461108,1.393143457,1,18,2,3,2,2,1,1,1,,,1,2,,1,2,2,,,,2,,2,,2,,,,,,,,,,,,,,,,1,1,2,1,1,2,,2,1,1,3,2,,2,2,1,2,2,2,1,,2,2,2,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,1,4,1,,1,1,4,4,4,4,4,1,1,1,1,1
Ghana,GHA,152405056,2.404723585,1,60,2,3,1,2,1,1,0,2,2,2,,,2,2,2,,,,1,1,1,2,2,,,,,,,,,,2,2,1,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,3,3,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,0,4,4,4,4,2,5,1,2,0,0
