resp_id,wave,adopts_mm,has_account,made_digital_payment,income_quintile,education,age,female,urban,owns_mobile,has_internet,employed,borrowed_formal,saved_formal
145178593,2021,0,1,0,4,2.0,30.0,0,0,1,1,1,0,0
175575406,2021,0,0,0,3,2.0,34.0,0,0,1,1,1,0,0
185829340,2021,0,0,0,1,1.0,80.0,1,1,1,1,1,0,0
181588735,2021,1,1,1,5,2.0,39.0,1,0,1,1,1,0,1
189899703,2021,1,1,1,5,2.0,29.0,1,0,1,1,1,0,1
201314366,2021,0,0,0,4,2.0,38.0,0,1,1,1,1,0,0
198122793,2021,0,0,0,4,1.0,40.0,1,1,0,1,1,0,0
193628083,2021,0,1,0,4,2.0,34.0,1,0,0,1,1,0,1
120077938,2021,1,1,1,4,2.0,19.0,0,0,1,1,1,0,0
179440627,2021,1,1,1,4,2.0,34.0,1,1,1,1,1,0,0
140831757,2021,1,1,1,1,1.0,40.0,0,1,1,1,1,0,0
205743997,2021,0,0,0,1,1.0,15.0,1,0,0,1,1,0,0
156058415,2021,0,0,0,3,1.0,30.0,0,0,1,1,1,0,0
153272726,2021,0,0,0,2,1.0,27.0,1,0,1,1,0,0,0
141737135,2021,1,1,1,2,1.0,32.0,1,1,1,1,1,1,0
149120035,2021,1,1,1,5,2.0,25.0,1,0,1,1,1,0,0
166870385,2021,1,1,1,4,2.0,50.0,1,0,1,1,1,0,0
135730829,2021,1,1,1,3,1.0,26.0,0,1,1,1,1,0,0
160200398,2021,1,1,1,1,1.0,50.0,1,1,1,1,1,0,0
190240522,2021,1,1,1,2,2.0,30.0,0,0,1,1,1,0,1
203547635,2021,1,1,1,5,1.0,34.0,1,0,1,1,1,0,0
111854561,2021,1,1,1,5,3.0,71.0,0,0,1,1,1,0,1
162183453,2021,0,0,0,2,1.0,34.0,0,1,1,1,1,0,0
127154107,2021,0,1,1,4,2.0,32.0,0,0,1,1,1,0,0
204904947,2021,0,0,0,1,1.0,17.0,1,1,1,1,1,0,0
151110061,2021,1,1,1,4,2.0,21.0,0,0,1,1,1,1,1
172075628,2021,1,1,1,1,1.0,50.0,1,1,1,1,1,0,0
148492070,2021,1,1,1,2,2.0,23.0,1,0,1,1,0,0,0
123976037,2021,1,1,1,5,2.0,23.0,0,1,1,1,1,1,0
122610956,2021,1,1,1,3,2.0,25.0,1,0,1,1,1,1,0
201475220,2021,1,1,1,5,2.0,38.0,0,1,1,1,1,0,0
182516865,2021,1,1,1,1,1.0,40.0,0,1,1,1,1,0,0
140908400,2021,1,1,1,4,2.0,41.0,0,0,1,1,1,0,1
194410376,2021,1,1,1,5,2.0,31.0,0,0,1,1,1,0,0
112049577,2021,0,1,1,5,2.0,38.0,0,0,1,1,0,0,1
120478880,2021,1,1,1,1,2.0,32.0,0,1,1,1,1,0,0
165776301,2021,1,1,1,4,2.0,25.0,1,1,1,1,0,0,0
113400840,2021,0,1,1,2,1.0,58.0,0,1,0,1,1,1,0
115814119,2021,1,1,1,3,1.0,32.0,1,0,1,1,1,0,0
142431722,2021,1,1,1,1,2.0,30.0,1,0,1,1,1,0,1
193566178,2021,1,1,1,5,2.0,40.0,1,0,1,1,1,0,1
169762396,2021,0,0,0,2,1.0,45.0,1,1,1,1,1,0,0
119671400,2021,1,1,1,5,2.0,36.0,0,0,1,1,1,0,0
122636705,2021,1,1,1,5,2.0,29.0,1,1,1,1,1,0,1
148845088,2021,1,1,1,2,2.0,19.0,0,1,1,1,1,0,0
155254470,2021,0,1,1,4,1.0,83.0,0,1,1,1,1,1,1
163983835,2021,1,1,1,4,2.0,17.0,1,1,1,1,0,0,0
113167339,2021,1,1,1,3,2.0,29.0,1,0,1,1,1,0,0
133276508,2021,1,1,1,5,2.0,28.0,0,0,1,1,1,0,1
158521965,2021,1,1,1,4,3.0,37.0,1,0,1,1,1,0,1
162262811,2021,0,0,0,4,2.0,28.0,1,0,1,1,1,0,0
159719799,2021,1,1,1,4,2.0,23.0,0,0,1,1,0,0,0
195768215,2021,1,1,1,1,2.0,42.0,0,0,1,1,1,1,1
200295785,2021,1,1,1,4,1.0,22.0,1,1,1,1,1,1,1
140782736,2021,1,1,1,3,2.0,56.0,1,1,1,1,0,0,1
154308867,2021,0,0,0,1,2.0,55.0,1,1,0,1,0,0,0
128745767,2021,1,1,1,3,2.0,28.0,1,0,1,1,1,0,0
128334211,2021,1,1,1,5,2.0,28.0,1,0,1,1,1,0,0
206021952,2021,1,1,1,5,2.0,23.0,0,0,1,1,1,0,1
157389955,2021,1,1,1,5,2.0,36.0,1,0,1,1,1,0,0
113283599,2021,1,1,1,3,2.0,20.0,0,0,1,1,1,0,0
196232625,2021,0,1,0,3,2.0,70.0,1,0,1,1,0,0,0
141513955,2021,1,1,1,3,2.0,23.0,0,1,1,1,1,0,0
172929044,2021,1,1,1,1,1.0,41.0,1,0,0,1,1,0,0
208810435,2021,0,0,0,2,2.0,17.0,1,0,1,1,0,0,0
193401318,2021,0,0,0,2,1.0,33.0,1,0,1,1,0,0,0
122510502,2021,1,1,1,5,2.0,60.0,1,0,1,1,1,0,0
151058688,2021,1,1,1,2,1.0,46.0,0,0,1,1,1,0,0
119991269,2021,1,1,1,1,2.0,22.0,0,0,1,1,1,0,0
144469271,2021,1,1,1,4,2.0,23.0,0,0,1,1,1,0,0
187979935,2021,0,0,0,4,1.0,16.0,1,1,1,1,1,0,0
168424758,2021,0,0,0,1,2.0,18.0,0,1,1,1,1,0,0
201405952,2021,1,1,1,5,2.0,17.0,0,0,1,1,0,0,0
182860502,2021,1,1,1,5,2.0,20.0,1,0,1,1,1,0,0
131529819,2021,1,1,1,5,3.0,35.0,1,0,1,1,1,0,1
114996411,2021,1,1,1,4,2.0,35.0,0,0,1,1,1,1,1
208194401,2021,0,0,0,1,1.0,31.0,1,1,1,1,0,0,0
158582266,2021,0,0,0,2,1.0,37.0,0,1,1,1,1,0,0
189175329,2021,1,1,1,4,2.0,47.0,0,1,1,1,1,0,0
200667924,2021,1,1,1,3,1.0,37.0,0,1,1,1,1,0,0
121002162,2021,1,1,1,2,2.0,34.0,1,0,1,1,1,0,1
165070915,2021,0,1,1,5,2.0,46.0,0,0,1,1,1,1,1
127450891,2021,0,0,0,5,2.0,29.0,0,1,1,1,1,0,0
111617052,2021,0,1,1,1,1.0,45.0,0,1,1,1,1,0,1
199118639,2021,0,0,0,1,1.0,39.0,1,1,0,1,1,0,0
184030587,2021,1,1,1,3,2.0,35.0,1,0,1,1,1,0,1
202170159,2021,1,1,1,4,2.0,22.0,0,0,1,1,1,1,1
116622450,2021,1,1,1,5,2.0,25.0,0,0,1,1,1,0,1
201961464,2021,1,1,1,5,2.0,26.0,0,0,1,1,1,0,0
180283295,2021,0,0,0,1,1.0,27.0,0,1,0,1,0,0,0
201178701,2021,0,1,0,3,1.0,55.0,1,0,1,1,1,0,0
167046078,2021,1,1,1,1,2.0,27.0,0,1,1,1,1,0,0
185415959,2021,1,1,1,1,1.0,56.0,1,1,1,1,1,0,0
190252694,2021,0,0,0,1,1.0,30.0,1,1,0,1,0,0,0
210829270,2021,0,0,0,3,1.0,49.0,1,0,1,1,1,0,0
118818296,2021,0,0,0,1,2.0,41.0,1,1,1,1,1,0,0
197877432,2021,1,1,1,3,2.0,25.0,1,0,1,1,1,0,1
173442936,2021,1,1,1,4,3.0,27.0,0,1,1,1,1,0,0
137797447,2021,1,1,1,3,2.0,25.0,1,1,1,1,1,0,0
114825829,2021,1,1,1,3,1.0,18.0,1,1,1,1,1,0,0
202604300,2021,1,1,1,5,2.0,25.0,1,0,1,1,0,0,0
175251238,2021,1,1,1,4,2.0,28.0,0,0,1,1,1,0,0
135256392,2021,1,1,1,2,2.0,25.0,0,0,1,1,1,0,1
137728219,2021,1,1,1,5,2.0,27.0,0,1,1,1,1,0,0
154014218,2021,1,1,1,5,2.0,26.0,0,0,1,1,1,0,0
149417473,2021,1,1,1,4,1.0,62.0,0,0,0,1,1,0,1
188759015,2021,1,1,1,2,2.0,62.0,1,0,1,1,0,0,0
132146057,2021,0,0,0,2,1.0,16.0,1,1,1,1,0,0,0
175374624,2021,1,1,1,5,2.0,27.0,0,0,1,1,1,0,1
135197550,2021,1,1,1,3,2.0,33.0,1,0,1,1,1,0,0
139972544,2021,1,1,1,4,2.0,30.0,0,0,1,1,1,0,0
174991053,2021,1,1,1,2,2.0,21.0,0,0,1,1,1,0,0
208551524,2021,1,1,1,3,2.0,36.0,1,0,1,1,1,0,0
173200904,2021,1,1,1,5,2.0,20.0,0,0,1,1,1,0,1
112182944,2021,1,1,1,3,2.0,22.0,1,1,1,1,0,0,0
114894010,2021,1,1,1,4,3.0,27.0,0,0,1,1,1,0,0
156374115,2021,1,1,1,3,1.0,24.0,1,1,1,1,1,0,0
146919819,2021,1,1,1,4,2.0,36.0,1,0,1,1,1,0,0
114238277,2021,1,1,1,5,2.0,35.0,1,0,1,1,1,0,0
174682186,2021,0,1,0,2,2.0,59.0,0,1,1,1,1,0,0
156001883,2021,1,1,1,2,1.0,39.0,1,1,1,1,1,0,0
117942433,2021,1,1,1,5,2.0,39.0,0,1,1,1,1,0,0
161665712,2021,1,1,1,4,2.0,25.0,1,0,1,1,1,0,0
210105854,2021,0,1,1,1,2.0,58.0,1,0,1,1,1,0,1
132382434,2021,1,1,1,2,2.0,19.0,0,0,1,1,1,0,0
149547608,2021,1,1,1,1,2.0,54.0,1,1,1,1,1,1,1
153964920,2021,0,1,1,4,2.0,21.0,0,0,1,1,0,0,0
169046473,2021,1,1,1,5,2.0,29.0,1,0,1,1,1,0,1
194887209,2021,1,1,1,5,2.0,30.0,0,0,1,1,1,0,1
143395465,2021,1,1,1,2,1.0,44.0,0,1,1,1,1,0,0
162828743,2021,1,1,1,4,2.0,25.0,0,0,1,1,1,0,1
116721242,2021,1,1,1,3,2.0,30.0,0,0,1,1,1,0,1
184333210,2021,1,1,1,3,2.0,25.0,0,0,1,1,1,0,0
168936425,2021,1,1,1,5,2.0,21.0,0,0,1,1,0,0,0
161064978,2021,1,1,1,5,3.0,25.0,1,1,1,1,1,0,0
200760349,2021,0,0,0,2,1.0,51.0,1,0,0,1,1,0,0
158412232,2021,1,1,1,2,2.0,18.0,0,1,1,1,1,0,0
153181060,2021,0,0,0,2,1.0,30.0,0,1,0,1,1,0,0
113645902,2021,1,1,1,5,2.0,35.0,1,0,1,1,0,0,1
199346461,2021,1,1,1,5,2.0,25.0,0,0,1,1,1,0,1
137564762,2021,1,1,1,5,1.0,26.0,1,0,1,1,1,0,1
136555844,2021,1,1,1,2,2.0,30.0,0,0,1,1,1,0,0
182415833,2021,1,1,1,5,2.0,22.0,0,0,1,1,0,0,0
199214915,2021,0,0,0,3,1.0,37.0,1,1,1,1,1,0,0
200432154,2021,1,1,1,4,2.0,27.0,0,0,1,1,1,0,0
177130863,2021,1,1,1,1,2.0,45.0,1,0,1,1,1,0,0
124985638,2021,1,1,1,5,2.0,20.0,1,0,1,1,1,0,0
129837434,2021,1,1,1,5,2.0,20.0,1,0,1,1,0,0,0
130999109,2021,1,1,1,5,2.0,23.0,0,0,1,1,1,0,0
117749694,2021,1,1,1,3,1.0,25.0,0,1,1,1,1,0,0
148800432,2021,1,1,1,4,2.0,19.0,1,1,1,1,1,0,0
159136055,2021,0,0,0,4,2.0,52.0,1,0,1,1,0,0,0
170595683,2021,1,1,1,2,1.0,50.0,0,0,1,1,1,0,0
199530945,2021,1,1,1,2,2.0,31.0,1,0,1,1,1,0,0
207942765,2021,0,0,0,3,2.0,18.0,0,0,1,1,0,0,0
199442760,2021,1,1,1,4,2.0,18.0,0,0,1,1,0,0,0
169096165,2021,1,1,1,5,1.0,25.0,1,0,1,1,1,0,0
188545346,2021,1,1,1,3,1.0,19.0,0,1,1,1,0,0,0
115588733,2021,1,1,1,4,2.0,30.0,1,1,1,1,1,0,0
163280246,2021,0,0,0,1,2.0,37.0,0,0,1,1,1,0,0
189757318,2021,1,1,1,1,2.0,19.0,0,0,1,1,0,1,1
131356553,2021,1,1,1,2,2.0,19.0,0,1,1,1,0,0,0
185696193,2021,1,1,1,5,3.0,32.0,0,0,1,1,1,0,1
122523312,2021,0,1,1,4,2.0,32.0,1,0,1,1,1,0,1
195813147,2021,1,1,1,2,1.0,40.0,0,1,1,1,1,1,0
128482383,2021,1,1,1,5,2.0,27.0,1,0,1,1,1,0,0
192006364,2021,0,0,0,4,1.0,25.0,0,1,1,1,1,0,0
193921772,2021,0,0,0,1,2.0,20.0,0,0,1,1,0,0,0
203441803,2021,1,1,1,2,2.0,29.0,0,0,1,1,1,0,0
177924204,2021,1,1,1,3,2.0,66.0,0,0,1,1,1,0,0
199737735,2021,1,1,1,3,1.0,30.0,0,1,1,1,1,0,0
160355446,2021,1,1,1,1,2.0,23.0,0,1,1,1,0,0,0
146481148,2021,0,0,0,4,1.0,29.0,1,0,1,1,0,0,0
182449680,2021,1,1,1,4,1.0,40.0,1,0,1,1,1,0,0
129259353,2021,1,1,1,5,2.0,30.0,0,0,1,1,1,0,1
112973565,2021,0,0,0,4,1.0,15.0,1,1,0,1,0,0,0
122671263,2021,0,0,0,2,2.0,17.0,0,0,1,1,1,0,0
201187979,2021,1,1,1,4,2.0,29.0,0,1,1,1,1,0,0
172542628,2021,0,0,0,2,1.0,35.0,0,1,0,1,1,0,0
207739603,2021,1,1,1,3,1.0,25.0,1,0,1,1,1,0,0
195516215,2021,1,1,1,5,2.0,21.0,0,1,1,1,1,0,0
135446785,2021,1,1,1,4,1.0,18.0,0,1,1,1,1,0,0
172296313,2021,0,0,0,1,1.0,30.0,1,1,1,1,1,0,0
131955717,2021,1,1,1,3,2.0,48.0,0,0,1,1,1,0,0
127477694,2021,1,1,1,4,2.0,50.0,0,0,1,1,1,1,1
145279365,2021,1,1,1,5,2.0,25.0,1,0,1,1,1,0,0
203084558,2021,1,1,1,5,2.0,23.0,1,1,1,1,1,0,1
201859717,2021,0,0,0,5,2.0,16.0,0,0,0,1,0,0,0
174898189,2021,1,1,1,3,2.0,20.0,1,0,1,1,1,0,0
209681638,2021,1,1,1,5,2.0,68.0,1,0,1,1,1,0,0
140226907,2021,1,1,1,4,2.0,37.0,0,0,1,1,1,0,0
204508201,2021,0,0,0,4,1.0,38.0,0,1,1,1,1,0,0
209720431,2021,0,0,0,2,2.0,23.0,1,0,1,1,0,0,0
194496308,2021,0,0,0,3,1.0,35.0,1,1,1,1,1,0,0
159506314,2021,1,1,1,5,2.0,24.0,0,0,1,1,0,0,0
116252118,2021,1,1,1,5,3.0,29.0,1,0,1,1,1,0,1
187147354,2021,1,1,1,4,1.0,17.0,0,1,1,1,1,0,1
163584538,2021,1,1,1,4,2.0,20.0,0,0,1,1,1,0,0
184500144,2021,1,1,1,4,2.0,27.0,1,0,1,1,0,0,1
129390450,2021,0,0,0,1,1.0,37.0,1,1,0,1,0,0,0
150983851,2021,1,1,1,3,2.0,22.0,1,0,1,1,1,0,0
185328472,2021,1,1,1,5,2.0,20.0,1,0,1,1,1,0,1
160761929,2021,0,0,0,2,1.0,47.0,1,1,0,1,1,0,0
182697152,2021,1,1,1,3,2.0,38.0,1,0,1,1,0,1,1
126781702,2021,0,0,0,3,2.0,32.0,1,1,1,1,1,0,0
185354472,2021,0,1,1,3,2.0,21.0,1,1,1,1,0,1,0
187692353,2021,0,0,0,3,1.0,60.0,1,1,1,1,1,0,0
130838316,2021,1,1,1,5,1.0,38.0,1,0,1,1,1,0,0
153123580,2021,1,1,1,4,2.0,29.0,0,1,1,1,1,0,0
132644329,2021,1,1,1,5,2.0,23.0,1,0,1,1,1,0,1
143114403,2021,1,1,1,5,2.0,24.0,0,0,1,1,1,1,1
169034470,2021,1,1,1,5,2.0,25.0,0,0,1,1,1,0,0
161723288,2021,1,1,1,1,2.0,18.0,0,0,1,1,1,0,0
147367611,2021,1,1,1,4,2.0,33.0,0,0,1,1,1,1,1
173795012,2021,0,0,0,3,1.0,28.0,0,1,1,1,1,0,0
122281799,2021,0,0,0,5,2.0,31.0,1,0,1,1,1,0,0
201451134,2021,0,0,0,1,1.0,70.0,1,0,0,1,0,0,0
123489256,2021,0,0,0,1,1.0,74.0,1,0,0,1,1,0,0
153779612,2021,0,0,0,4,2.0,19.0,1,1,1,1,0,0,0
113796926,2021,1,1,1,2,1.0,37.0,0,0,1,1,1,0,1
169897186,2021,0,0,0,3,1.0,22.0,1,1,1,1,1,0,0
140786629,2021,0,0,0,4,2.0,19.0,0,1,1,1,0,0,0
129553969,2021,1,1,1,4,2.0,25.0,0,1,1,1,1,0,0
174028035,2021,0,0,0,1,1.0,36.0,1,1,0,1,0,0,0
160698973,2021,1,1,1,5,2.0,38.0,0,0,1,1,1,0,0
124670083,2021,0,1,0,3,1.0,70.0,1,1,0,1,1,0,0
114046610,2021,1,1,1,5,3.0,30.0,0,0,1,1,1,0,1
182624609,2021,1,1,1,5,1.0,37.0,0,0,1,1,1,0,0
186011440,2021,1,1,1,5,3.0,38.0,0,0,1,1,1,0,1
112570416,2021,1,1,1,3,1.0,77.0,1,0,1,1,0,0,0
111873411,2021,1,1,1,4,2.0,36.0,1,0,1,1,1,0,0
150487756,2021,1,1,1,4,3.0,30.0,0,0,1,1,1,1,1
132749286,2021,0,0,0,1,2.0,55.0,0,1,1,1,1,0,0
126956092,2021,1,1,1,3,2.0,45.0,1,1,1,1,1,0,0
124328566,2021,1,1,1,5,2.0,27.0,0,1,1,1,1,0,0
190731315,2021,1,1,1,4,3.0,28.0,0,0,1,1,1,0,0
162626566,2021,0,0,0,2,1.0,70.0,0,1,1,1,1,0,0
201271178,2021,0,0,0,2,1.0,46.0,1,0,1,1,1,0,0
137965839,2021,0,1,0,3,2.0,41.0,0,0,1,1,1,0,0
210918883,2021,1,1,1,5,2.0,35.0,1,0,1,1,1,0,1
207414818,2021,1,1,1,1,1.0,34.0,1,0,1,1,0,1,0
188725101,2021,1,1,1,3,1.0,50.0,1,0,1,1,1,0,0
153388585,2021,0,0,0,3,1.0,30.0,1,1,1,1,1,0,0
172625901,2021,1,1,1,5,1.0,19.0,0,0,1,1,1,0,0
201534505,2021,0,1,1,2,1.0,56.0,0,1,1,1,1,0,0
157987525,2021,1,1,1,5,3.0,38.0,1,0,1,1,1,0,1
198947854,2021,1,1,1,5,3.0,27.0,0,0,1,1,1,0,1
128218056,2021,1,1,1,5,2.0,32.0,0,0,1,1,1,0,1
117446130,2021,0,1,1,4,1.0,43.0,1,0,1,1,1,0,1
148334943,2021,1,1,1,2,2.0,27.0,0,0,1,1,1,0,0
136566928,2021,1,1,1,1,1.0,67.0,0,0,1,1,1,0,0
114279011,2021,1,1,1,5,2.0,20.0,0,0,1,1,0,0,0
151204525,2021,1,1,1,3,2.0,50.0,0,0,1,1,1,0,1
111899146,2021,1,1,1,5,2.0,30.0,0,0,1,1,1,0,0
156105467,2021,1,1,1,1,1.0,61.0,0,0,1,1,1,0,0
134521239,2021,0,0,0,4,1.0,20.0,0,1,0,1,1,0,0
186958749,2021,0,0,0,3,2.0,72.0,0,1,1,1,1,0,0
194277717,2021,1,1,1,4,1.0,34.0,1,1,1,1,1,0,0
178599752,2021,0,0,0,2,2.0,30.0,1,0,1,1,1,0,0
190238128,2021,1,1,1,5,2.0,31.0,0,0,1,1,1,0,0
132156010,2021,1,1,1,3,2.0,25.0,0,0,1,1,1,0,0
166137949,2021,0,1,1,4,2.0,20.0,1,0,1,1,1,1,1
149831124,2021,1,1,1,5,3.0,31.0,0,0,1,1,1,0,1
134434691,2021,0,0,0,4,2.0,15.0,0,0,1,1,0,0,0
151481379,2021,0,1,1,5,3.0,48.0,0,0,1,1,1,1,1
144535893,2021,1,1,1,4,2.0,33.0,0,1,1,1,1,0,1
188069323,2021,1,1,1,3,2.0,21.0,1,1,1,1,1,0,0
195348238,2021,1,1,1,3,1.0,44.0,1,1,1,1,1,0,0
148553193,2021,0,0,0,2,1.0,30.0,1,1,1,1,1,0,0
164880961,2021,0,1,0,5,3.0,45.0,0,1,1,1,1,0,1
158683695,2021,0,0,0,4,2.0,20.0,1,1,1,1,1,0,0
161105814,2021,1,1,1,3,2.0,23.0,1,1,1,1,1,0,0
116199736,2021,0,0,0,3,2.0,17.0,0,1,1,1,1,0,0
190620864,2021,0,0,0,1,1.0,31.0,0,1,1,1,1,1,0
159539730,2021,0,0,0,2,2.0,24.0,0,1,1,1,1,0,0
151302955,2021,1,1,1,1,2.0,22.0,0,0,1,1,1,0,0
210727110,2021,0,0,0,3,2.0,31.0,0,0,1,1,1,0,0
151283180,2021,1,1,1,4,2.0,33.0,0,1,0,1,1,0,0
132964251,2021,1,1,1,4,2.0,32.0,1,1,1,1,1,1,0
115374258,2021,0,0,0,1,3.0,40.0,1,0,1,1,1,0,0
118282990,2021,1,1,1,5,1.0,47.0,0,1,0,1,1,0,0
199937324,2021,0,0,0,1,2.0,22.0,1,0,1,1,1,0,0
175883872,2021,0,0,0,4,2.0,15.0,0,0,1,1,0,0,0
142860490,2021,0,1,1,5,2.0,40.0,0,0,0,1,1,0,1
157009929,2021,1,1,1,1,2.0,40.0,0,0,1,1,1,0,1
113885128,2021,0,0,0,4,2.0,15.0,1,0,0,1,0,0,0
138696716,2021,1,1,1,1,2.0,26.0,1,0,1,1,0,0,0
147216147,2021,1,1,1,2,1.0,48.0,1,0,1,1,1,0,0
205612813,2021,0,0,0,4,2.0,33.0,0,1,1,1,1,0,0
123274272,2021,1,1,1,2,2.0,40.0,1,0,1,1,1,0,0
165977984,2021,1,1,1,2,2.0,19.0,0,0,1,1,0,0,0
174497722,2021,1,1,1,5,2.0,31.0,0,0,1,1,1,0,1
202005066,2021,1,1,1,1,2.0,36.0,1,1,1,1,1,0,0
116813836,2021,1,1,1,3,2.0,26.0,0,1,1,1,1,0,0
154363518,2021,1,1,1,3,2.0,36.0,1,0,1,1,1,1,1
113950366,2021,1,1,1,5,2.0,29.0,0,1,1,1,1,0,0
179420005,2021,0,1,1,5,2.0,30.0,0,0,1,1,1,0,1
135652706,2021,1,1,1,4,2.0,42.0,1,0,1,1,1,0,0
173167040,2021,1,1,1,4,2.0,25.0,0,0,1,1,1,0,0
135102555,2021,1,1,1,1,2.0,19.0,1,1,1,1,0,0,0
183271410,2021,1,1,1,3,2.0,35.0,1,0,1,1,1,1,1
201592357,2021,1,1,1,4,3.0,25.0,1,0,1,1,1,0,1
210531111,2021,0,0,0,2,1.0,45.0,1,1,0,1,1,0,0
180520939,2021,1,1,1,3,2.0,17.0,1,0,1,1,0,0,0
164620606,2021,0,0,0,3,1.0,48.0,0,1,0,1,1,0,0
147477736,2021,1,1,1,3,1.0,36.0,0,0,1,1,1,0,0
201128908,2021,0,0,0,3,2.0,26.0,1,0,1,1,1,0,0
204969218,2021,1,1,1,1,2.0,37.0,1,0,1,1,1,0,0
112787756,2021,0,0,0,4,1.0,15.0,0,1,1,1,1,0,0
125975911,2021,0,1,1,1,1.0,17.0,0,0,1,1,1,0,0
148598640,2021,1,1,1,4,2.0,23.0,1,0,1,1,1,0,0
133864404,2021,1,1,1,2,1.0,19.0,0,0,1,1,1,0,0
150451277,2021,0,1,1,5,2.0,25.0,0,1,1,1,1,0,1
145342474,2021,0,0,0,4,2.0,17.0,0,0,1,1,0,0,0
113168739,2021,1,1,1,5,2.0,60.0,0,0,1,1,0,0,1
122518153,2021,1,1,1,2,2.0,32.0,1,1,1,1,1,0,0
203034208,2021,1,1,1,4,1.0,35.0,1,0,1,1,1,0,0
132095448,2021,1,1,1,4,1.0,35.0,0,1,1,1,1,0,0
157898552,2021,1,1,1,2,1.0,50.0,0,1,1,1,1,0,0
181681079,2021,1,1,1,5,2.0,37.0,1,0,1,1,1,0,1
143491255,2021,1,1,1,1,1.0,55.0,1,0,1,1,0,0,0
144430887,2021,1,1,1,3,2.0,39.0,0,0,1,1,1,0,0
159228434,2021,1,1,1,5,2.0,32.0,1,0,1,1,1,0,1
158531920,2021,1,1,1,4,2.0,44.0,0,1,1,1,1,1,1
170520005,2021,0,0,0,1,1.0,47.0,0,1,1,1,1,0,0
129827105,2021,1,1,1,4,1.0,44.0,0,0,1,1,1,0,0
168161142,2021,1,1,1,5,2.0,37.0,0,0,1,1,1,0,1
192555471,2021,1,1,1,3,2.0,19.0,0,0,1,1,1,0,0
131561092,2021,0,0,0,1,2.0,40.0,1,0,0,1,0,0,0
154079850,2021,0,0,0,1,2.0,18.0,0,1,1,1,0,0,0
180233241,2021,1,1,1,5,2.0,21.0,0,0,1,1,1,0,1
165832261,2021,1,1,1,4,1.0,30.0,1,0,1,1,0,0,0
139618267,2021,1,1,1,5,2.0,50.0,1,0,1,1,1,0,0
141968400,2021,1,1,1,4,2.0,29.0,0,0,1,1,1,0,0
179115056,2021,1,1,1,2,2.0,21.0,0,1,1,1,1,0,0
157211870,2021,1,1,1,3,2.0,25.0,1,1,1,1,1,0,0
170513133,2021,0,0,0,1,2.0,30.0,1,1,1,1,1,1,0
180775988,2021,0,0,0,1,1.0,35.0,1,1,0,1,1,0,0
190037630,2021,1,1,1,4,1.0,32.0,0,1,0,1,1,0,0
138475025,2021,1,1,1,2,1.0,20.0,1,1,1,1,1,0,0
200815305,2021,1,1,1,3,2.0,31.0,1,0,1,1,1,1,0
195611085,2021,1,1,1,1,2.0,15.0,1,0,1,1,0,0,0
162075376,2021,1,1,1,2,2.0,37.0,0,1,1,1,0,0,0
113851228,2021,1,1,1,5,2.0,31.0,0,1,1,1,1,0,0
177099495,2021,1,1,1,5,1.0,32.0,0,1,1,1,1,0,0
152407108,2021,1,1,1,3,1.0,46.0,0,1,1,1,1,0,0
175927714,2021,1,1,1,5,2.0,30.0,0,0,1,1,1,0,1
175218586,2021,1,1,1,5,1.0,20.0,1,1,1,1,1,0,0
187144956,2021,1,1,1,2,1.0,60.0,1,0,1,1,1,0,0
176274623,2021,0,0,0,3,1.0,47.0,1,0,0,1,1,0,0
141727898,2021,1,1,1,5,2.0,30.0,0,0,1,1,1,0,1
190682121,2021,1,1,1,2,2.0,65.0,0,0,1,1,0,0,1
153279410,2021,1,1,1,5,1.0,55.0,1,1,1,1,1,0,1
129556168,2021,1,1,1,2,1.0,15.0,1,1,1,1,0,0,0
180960677,2021,1,1,1,1,2.0,19.0,0,0,1,1,1,0,0
132635553,2021,1,1,1,5,2.0,25.0,0,0,1,1,1,0,1
169903739,2021,1,1,1,5,3.0,31.0,0,0,1,1,1,1,1
164600064,2021,0,0,0,1,1.0,39.0,1,1,0,1,0,0,0
186590965,2021,1,1,1,3,2.0,27.0,0,1,1,1,1,0,0
163010383,2021,0,1,1,5,1.0,34.0,0,0,1,1,0,1,1
209774552,2021,1,1,1,3,1.0,23.0,0,1,0,1,1,0,0
176651361,2021,0,1,0,2,2.0,54.0,0,1,1,1,1,1,0
121235205,2021,1,1,1,5,2.0,37.0,1,0,1,1,1,0,1
116260424,2021,1,1,1,5,2.0,40.0,0,0,1,1,1,0,0
137899961,2021,0,1,1,5,2.0,31.0,0,0,1,1,1,0,1
175165785,2021,1,1,1,4,1.0,28.0,1,1,1,1,1,1,0
180066177,2021,1,1,1,3,1.0,19.0,1,1,1,1,1,0,0
171173241,2021,1,1,1,3,2.0,22.0,0,0,1,1,1,0,0
122842994,2021,0,0,0,3,1.0,27.0,0,0,1,1,1,0,0
132218966,2021,1,1,1,1,2.0,20.0,0,0,1,1,1,0,1
140675390,2021,1,1,1,2,1.0,16.0,0,0,1,1,0,0,0
190450568,2021,0,0,0,1,1.0,26.0,0,1,1,1,0,0,0
189652903,2021,1,1,1,3,1.0,34.0,0,0,1,1,1,0,0
121648824,2021,1,1,1,5,2.0,28.0,0,0,1,1,1,0,1
200788170,2021,1,1,1,4,2.0,24.0,1,0,1,1,0,0,0
190411673,2021,0,0,0,5,1.0,47.0,0,1,1,1,1,0,0
