date,mm_value,mm_volume,mm_active_accts,mm_registered_accts,mm_agents_active,agent_density,mobile_pen,internet_pen,account_ownership,inflation,policy_rate,exch_rate,gdp_proxy,elevy,mm_value_lag1_to_lag12,mm_value_roll3_roll6,mm_value_yoy,mm_active_accts_lag1_to_lag12,month,t_index,mm_value_lag1,mm_active_accts_lag1,mm_value_lag2,mm_active_accts_lag2,mm_value_lag3,mm_active_accts_lag3,mm_value_lag4,mm_active_accts_lag4,mm_value_lag5,mm_active_accts_lag5,mm_value_lag6,mm_active_accts_lag6,mm_value_lag7,mm_active_accts_lag7,mm_value_lag8,mm_active_accts_lag8,mm_value_lag9,mm_active_accts_lag9,mm_value_lag10,mm_active_accts_lag10,mm_value_lag11,mm_active_accts_lag11,mm_value_lag12,mm_active_accts_lag12,mm_value_roll3,mm_value_roll6
2024-04-01,202952.85,629792098.0,23913899,68226126,612099,2957.079958096272,109.23,75.25,80.16259698717072,24.8,29.0,13.2739,733.2,1,,,46.18776194757539,,4,64,181899.382,23382208.0,195763.9079,23137459.0,198362.0108,22938255.0,199339.08,22793296.0,185871.34,22445663.0,179187.74,22131902.0,156954.46,21949535.0,161811.6907,21623926.0,169637.7,22017460.0,149401.94,22148769.0,159729.48,21834777.0,138830.26,21055774.0,193538.71329999997,194031.42845
2024-05-01,234313.9,668147748.0,24071046,68711981,566715,2732.603633411565,111.5,75.93,80.51878212727459,22.6,29.0,14.1301,749.65,1,,,46.69421073680324,,5,65,202952.85,23913899.0,181899.382,23382208.0,195763.9079,23137459.0,198362.0108,22938255.0,199339.08,22793296.0,185871.34,22445663.0,179187.74,22131902.0,156954.46,21949535.0,161811.6907,21623926.0,169637.7,22017460.0,149401.94,22148769.0,159729.48,21834777.0,206388.71066666665,202105.18845
2024-06-01,224008.2,644436315.0,24388764,69264141,551251,2652.808326178393,114.63,75.42,80.88684010538192,22.1,29.0,14.586,743.25,1,,,49.9366072488751,,6,66,234313.9,24071046.0,202952.85,23913899.0,181899.382,23382208.0,195763.9079,23137459.0,198362.0108,22938255.0,199339.08,22793296.0,185871.34,22445663.0,179187.74,22131902.0,156954.46,21949535.0,161811.6907,21623926.0,169637.7,22017460.0,149401.94,22148769.0,220424.9833333333,206216.70845
2024-07-01,264853.42,678847815.0,22630209,69895350,542534,2605.8966424465552,115.76,76.2,81.2430252454858,19.9,29.0,14.9009,756.15,1,,,56.12886758073232,,7,67,224008.2,24388764.0,234313.9,24071046.0,202952.85,23913899.0,181899.382,23382208.0,195763.9079,23137459.0,198362.0108,22938255.0,199339.08,22793296.0,185871.34,22445663.0,179187.74,22131902.0,156954.46,21949535.0,161811.6907,21623926.0,169637.7,22017460.0,241058.50666666668,217298.60998333336
2024-08-01,273580.7,724260414.0,22835643,70527500,523352,2508.7111127784997,115.43,76.88,81.2430252454858,19.4,29.0,15.1899,763.11,1,,,69.07350687486513,,8,68,264853.42,22630209.0,224008.2,24388764.0,234313.9,24071046.0,202952.85,23913899.0,181899.382,23382208.0,195763.9079,23137459.0,198362.0108,22938255.0,199339.08,22793296.0,185871.34,22445663.0,179187.74,22131902.0,156954.46,21949535.0,161811.6907,21623926.0,254147.44000000003,230268.07533333334
2024-09-01,284902.29,704501819.0,23031068,71161165,455928,2181.128850269677,116.84,77.63,81.2430252454858,20.8,27.0,15.8,747.76,1,,,81.51907884618251,,9,69,273580.7,22835643.0,264853.42,22630209.0,224008.2,24388764.0,234313.9,24071046.0,202952.85,23913899.0,181899.382,23382208.0,195763.9079,23137459.0,198362.0108,22938255.0,199339.08,22793296.0,185871.34,22445663.0,179187.74,22131902.0,156954.46,21949535.0,274445.47000000003,247435.22666666668
2024-10-01,298567.3,728432678.0,23318355,71895713,404473,1931.2240838709342,118.08,78.29,81.2430252454858,21.3,27.0,16.3,767.69,1,,,66.62261603388716,,10,70,284902.29,23031068.0,273580.7,22835643.0,264853.42,22630209.0,224008.2,24388764.0,234313.9,24071046.0,202952.85,23913899.0,181899.382,23382208.0,195763.9079,23137459.0,198362.0108,22938255.0,199339.08,22793296.0,185871.34,22445663.0,179187.74,22131902.0,285683.43,263370.9683333333
2024-11-01,316350.5,708732870.0,23479305,72460537,412436,1965.3116137226577,117.81,78.01,81.2430252454858,22.4,27.0,15.27,803.4,1,,,70.19864385762756,,11,71,298567.3,23318355.0,284902.29,23031068.0,273580.7,22835643.0,264853.42,22630209.0,224008.2,24388764.0,234313.9,24071046.0,202952.85,23913899.0,181899.382,23382208.0,195763.9079,23137459.0,198362.0108,22938255.0,199339.08,22793296.0,185871.34,22445663.0,299940.03,277043.73500000004
2024-12-01,334842.81,745066791.0,23486648,72981689,404371,1923.1636279962834,116.07,78.96,81.2430252454858,23.1,27.0,14.7,791.18,1,,,67.97650014237048,,12,72,316350.5,23479305.0,298567.3,23318355.0,284902.29,23031068.0,273580.7,22835643.0,264853.42,22630209.0,224008.2,24388764.0,234313.9,24071046.0,202952.85,23913899.0,181899.382,23382208.0,195763.9079,23137459.0,198362.0108,22938255.0,199339.08,22793296.0,316586.87,295516.17
2025-01-01,333044.11,725753756.0,23567350,73548066,404953,1922.1000043800357,118.88,79.1,81.2430252454858,22.8,27.0,15.3001,761.23,1,,,67.8971233739883,,1,73,334842.81,23486648.0,316350.5,23479305.0,298567.3,23318355.0,284902.29,23031068.0,273580.7,22835643.0,264853.42,22630209.0,224008.2,24388764.0,234313.9,24071046.0,202952.85,23913899.0,181899.382,23382208.0,195763.9079,23137459.0,198362.0108,22938255.0,328079.14,306881.285
2025-02-01,316233.26,698379786.0,23597472,74064456,411462,1949.1171148950577,119.62,78.51,81.2430252454858,22.4,27.0,15.53,740.77,1,,,61.53808094265165,,2,74,333044.11,23567350.0,334842.81,23486648.0,316350.5,23479305.0,298567.3,23318355.0,284902.29,23031068.0,273580.7,22835643.0,264853.42,22630209.0,224008.2,24388764.0,234313.9,24071046.0,202952.85,23913899.0,181899.382,23382208.0,195763.9079,23137459.0,328040.06,313990.045
2025-03-01,351729.83,764437418.0,23912493,74596460,410605,1941.5754951646948,120.19,80.34,81.2430252454858,23.2,28.0,15.53,759.95,1,,,93.36504947553917,,3,75,316233.26,23597472.0,333044.11,23567350.0,334842.81,23486648.0,316350.5,23479305.0,298567.3,23318355.0,284902.29,23031068.0,273580.7,22835643.0,264853.42,22630209.0,224008.2,24388764.0,234313.9,24071046.0,202952.85,23913899.0,181899.382,23382208.0,333669.06666666665,325127.9683333333
2025-04-01,364981.0,777743075.0,24221454,75192916,414128,1954.360783643012,121.45,80.35,81.2430252454858,20.98,28.0,14.15,767.59,1,,,79.83536570193519,,4,76,351729.83,23912493.0,316233.26,23597472.0,333044.11,23567350.0,334842.81,23486648.0,316350.5,23479305.0,298567.3,23318355.0,284902.29,23031068.0,273580.7,22835643.0,264853.42,22630209.0,224008.2,24388764.0,234313.9,24071046.0,202952.85,23913899.0,344314.6966666667,336196.9183333334
2025-05-01,360046.5,795801650.0,24271128,75798853,423978,1997.0223210901543,122.4,80.18,81.2430252454858,18.4,28.0,10.28,782.27,1,,,53.65989811103824,,5,77,364981.0,24221454.0,351729.83,23912493.0,316233.26,23597472.0,333044.11,23567350.0,334842.81,23486648.0,316350.5,23479305.0,298567.3,23318355.0,284902.29,23031068.0,273580.7,22835643.0,264853.42,22630209.0,224008.2,24388764.0,234313.9,24071046.0,358919.11000000004,343479.585
2025-06-01,323162.2,735405111.0,24459590,76409472,422771,1987.4134273082211,122.92,81.53,81.2430252454858,13.0,28.0,10.31,778.91,1,,,44.26355820902985,,6,78,360046.5,24271128.0,364981.0,24221454.0,351729.83,23912493.0,316233.26,23597472.0,333044.11,23567350.0,334842.81,23486648.0,316350.5,23479305.0,298567.3,23318355.0,284902.29,23031068.0,273580.7,22835643.0,264853.42,22630209.0,224008.2,24388764.0,349396.56666666665,341532.8166666667
2025-07-01,355388.7,778239311.0,24438572,77050922,445608,2090.781648334025,120.53,82.22,81.2430252454858,12.0,25.0,10.5,802.6,1,,,34.18316440844904,,7,79,323162.2,24459590.0,360046.5,24271128.0,364981.0,24221454.0,351729.83,23912493.0,316233.26,23597472.0,333044.11,23567350.0,334842.81,23486648.0,316350.5,23479305.0,298567.3,23318355.0,284902.29,23031068.0,273580.7,22835643.0,264853.42,22630209.0,346199.1333333333,345256.915
2025-08-01,354097.14,830671667.0,25077661,77706433,433261,2032.8498315534011,123.08,81.97,81.2430252454858,11.52,25.0,11.4,815.18,1,,,29.430599453835747,,8,80,355388.7,24438572.0,323162.2,24459590.0,360046.5,24271128.0,364981.0,24221454.0,351729.83,23912493.0,316233.26,23597472.0,333044.11,23567350.0,334842.81,23486648.0,316350.5,23479305.0,298567.3,23318355.0,284902.29,23031068.0,273580.7,22835643.0,344216.01333333337,351567.5616666667
2025-09-01,406903.9,830058242.0,25039113,78418548,435052,2041.2531589895475,125.59,83.47,81.2430252454858,8.83,21.5,12.42,819.61,1,,,42.82226373119011,,9,81,354097.14,25077661.0,355388.7,24438572.0,323162.2,24459590.0,360046.5,24271128.0,364981.0,24221454.0,351729.83,23912493.0,316233.26,23597472.0,333044.11,23567350.0,334842.81,23486648.0,316350.5,23479305.0,298567.3,23318355.0,284902.29,23031068.0,372129.91333333333,360763.24
2025-10-01,434728.9,893235783.0,25257910,79145806,453151,2126.173216648291,124.72,83.95,81.2430252454858,7.37,21.5,10.9,832.14,1,,,45.60499425087745,,10,82,406903.9,25039113.0,354097.14,25077661.0,355388.7,24438572.0,323162.2,24459590.0,360046.5,24271128.0,364981.0,24221454.0,351729.83,23912493.0,316233.26,23597472.0,333044.11,23567350.0,334842.81,23486648.0,316350.5,23479305.0,298567.3,23318355.0,398576.6466666667,372387.88999999996
2025-11-01,420113.0,891892549.0,25535565,79806887,478958,2247.2590185157537,127.44,83.77,81.2430252454858,5.45,18.0,11.27,874.1,1,,,32.79985332724304,,11,83,434728.9,25257910.0,406903.9,25039113.0,354097.14,25077661.0,355388.7,24438572.0,323162.2,24459590.0,360046.5,24271128.0,364981.0,24221454.0,351729.83,23912493.0,316233.26,23597472.0,333044.11,23567350.0,334842.81,23486648.0,316350.5,23479305.0,420581.93333333335,382398.9733333333
2025-12-01,518397.05,982088515.0,26657242,80492591,491057,2304.02722546714,127.03,85.03,81.2430252454858,4.57,18.0,10.45,889.29,1,,,54.818032377640115,,12,84,420113.0,25535565.0,434728.9,25257910.0,406903.9,25039113.0,354097.14,25077661.0,355388.7,24438572.0,323162.2,24459590.0,360046.5,24271128.0,364981.0,24221454.0,351729.83,23912493.0,316233.26,23597472.0,333044.11,23567350.0,334842.81,23486648.0,457746.3166666667,414938.115
